month,terminal,liquid_type,volume_bbls
OCTOBER,AJE,Crude Oil,0.0
NOVEMBER,AJE,Crude Oil,0.0
DECEMBER,AJE,Crude Oil,0.0
JANUARY,AJE,Condensate,0.0
FEBRUARY,AJE,Condensate,0.0
MARCH,AJE,Condensate,0.0
APRIL,AJE,Condensate,0.0
MAY,AJE,Condensate,0.0
JUNE,AJE,Condensate,0.0
JULY,AJE,Condensate,0.0
AUGUST,AJE,Condensate,0.0
SEPTEMBER,AJE,Condensate,0.0
OCTOBER,AJE,Condensate,0.0
NOVEMBER,AJE,Condensate,0.0
DECEMBER,AJE,Condensate,0.0
JANUARY,OKORO (Ex Ima Terminal),Crude Oil,168432.0
FEBRUARY,OKORO (Ex Ima Terminal),Crude Oil,141970.0
MARCH,OKORO (Ex Ima Terminal),Crude Oil,160308.0
APRIL,OKORO (Ex Ima Terminal),Crude Oil,158837.0
MAY,OKORO (Ex Ima Terminal),Crude Oil,154386.0
JUNE,OKORO (Ex Ima Terminal),Crude Oil,143657.0
JULY,OKORO (Ex Ima Terminal),Crude Oil,137526.0
AUGUST,OKORO (Ex Ima Terminal),Crude Oil,72429.0
SEPTEMBER,OKORO (Ex Ima Terminal),Crude Oil,134175.0
OCTOBER,OKORO (Ex Ima Terminal),Crude Oil,147289.0
NOVEMBER,OKORO (Ex Ima Terminal),Crude Oil,145562.0
DECEMBER,OKORO (Ex Ima Terminal),Crude Oil,163212.0
JANUARY,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
FEBRUARY,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
MARCH,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
APRIL,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
MAY,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
JUNE,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
JULY,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
AUGUST,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
SEPTEMBER,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
OCTOBER,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
NOVEMBER,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
DECEMBER,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
JANUARY,OTAKPIPO,Crude Oil,210114.0
FEBRUARY,OTAKPIPO,Crude Oil,125233.0
MARCH,OTAKPIPO,Crude Oil,114411.0
APRIL,OTAKPIPO,Crude Oil,148290.0
MAY,OTAKPIPO,Crude Oil,212252.0
JUNE,OTAKPIPO,Crude Oil,220666.0
JULY,OTAKPIPO,Crude Oil,185672.0
AUGUST,OTAKPIPO,Crude Oil,215945.0
SEPTEMBER,OTAKPIPO,Crude Oil,206713.0
OCTOBER,OTAKPIPO,Crude Oil,204048.0
NOVEMBER,OTAKPIPO,Crude Oil,194965.0
DECEMBER,OTAKPIPO,Crude Oil,199316.0
JANUARY,ANTAN,Crude Oil,264704.0
FEBRUARY,ANTAN,Crude Oil,233546.0
MARCH,ANTAN,Crude Oil,257473.0
APRIL,ANTAN,Crude Oil,167148.0
MAY,ANTAN,Crude Oil,177763.0
JUNE,ANTAN,Crude Oil,198236.0
JULY,ANTAN,Crude Oil,161708.0
AUGUST,ANTAN,Crude Oil,151628.0
SEPTEMBER,ANTAN,Crude Oil,145910.0
OCTOBER,ANTAN,Crude Oil,167509.0
NOVEMBER,ANTAN,Crude Oil,29839.0
DECEMBER,ANTAN,Crude Oil,136740.0
JANUARY,OKONO,Crude Oil,368016.0
FEBRUARY,OKONO,Crude Oil,328620.0
MARCH,OKONO,Crude Oil,341155.0
APRIL,OKONO,Crude Oil,332322.0
MAY,OKONO,Crude Oil,341073.0
JUNE,OKONO,Crude Oil,325350.0
JULY,OKONO,Crude Oil,313118.0
AUGUST,OKONO,Crude Oil,276264.0
SEPTEMBER,OKONO,Crude Oil,300620.0
OCTOBER,OKONO,Crude Oil,311506.0
NOVEMBER,OKONO,Crude Oil,223297.0
DECEMBER,OKONO,Crude Oil,208877.0
JANUARY,YOHO,Crude Oil,841110.0
FEBRUARY,YOHO,Crude Oil,735301.0
MARCH,YOHO,Crude Oil,812328.0
APRIL,YOHO,Crude Oil,806886.0
MAY,YOHO,Crude Oil,732578.0
JUNE,YOHO,Crude Oil,783002.0
JULY,YOHO,Crude Oil,808663.0
AUGUST,YOHO,Crude Oil,803395.0
SEPTEMBER,YOHO,Crude Oil,645913.0
OCTOBER,YOHO,Crude Oil,0.0
NOVEMBER,YOHO,Crude Oil,0.0
DECEMBER,YOHO,Crude Oil,0.0
JANUARY,OKWORI,Crude Oil,129477.0
FEBRUARY,OKWORI,Crude Oil,86686.0
MARCH,OKWORI,Crude Oil,86918.0
APRIL,OKWORI,Crude Oil,78706.0
MAY,OKWORI,Crude Oil,77801.0
JUNE,OKWORI,Crude Oil,73065.0
JULY,OKWORI,Crude Oil,68244.0
AUGUST,OKWORI,Crude Oil,68706.0
SEPTEMBER,OKWORI,Crude Oil,61706.0
OCTOBER,OKWORI,Crude Oil,74535.0
NOVEMBER,OKWORI,Crude Oil,47038.0
DECEMBER,OKWORI,Crude Oil,70616.0
JANUARY,EBOK,Crude Oil,283239.0
FEBRUARY,EBOK,Crude Oil,278452.0
MARCH,EBOK,Crude Oil,286394.0
APRIL,EBOK,Crude Oil,275731.0
MAY,EBOK,Crude Oil,296667.0
JUNE,EBOK,Crude Oil,280451.0
JULY,EBOK,Crude Oil,298184.0
AUGUST,EBOK,Crude Oil,308011.0
SEPTEMBER,EBOK,Crude Oil,282152.0
OCTOBER,EBOK,Crude Oil,292223.0
NOVEMBER,EBOK,Crude Oil,117096.0
DECEMBER,EBOK,Crude Oil,271376.0
JANUARY,AJAPA,Crude Oil,120796.0
FEBRUARY,AJAPA,Crude Oil,40447.0
MARCH,AJAPA,Crude Oil,26327.0
APRIL,AJAPA,Crude Oil,28623.0
MAY,AJAPA,Crude Oil,82996.0
JUNE,AJAPA,Crude Oil,37631.0
JULY,AJAPA,Crude Oil,38156.0
AUGUST,AJAPA,Crude Oil,0.0
SEPTEMBER,AJAPA,Crude Oil,77500.0
OCTOBER,AJAPA,Crude Oil,76666.0
NOVEMBER,AJAPA,Crude Oil,45488.0
DECEMBER,AJAPA,Crude Oil,67198.0
JANUARY,ANAMBRA BASIN,Crude Oil,0.0
FEBRUARY,ANAMBRA BASIN,Crude Oil,0.0
MARCH,ANAMBRA BASIN,Crude Oil,0.0
APRIL,ANAMBRA BASIN,Crude Oil,0.0
MAY,ANAMBRA BASIN,Crude Oil,0.0
JUNE,ANAMBRA BASIN,Crude Oil,0.0
JULY,ANAMBRA BASIN,Crude Oil,0.0
AUGUST,ANAMBRA BASIN,Crude Oil,0.0
SEPTEMBER,ANAMBRA BASIN,Crude Oil,0.0
OCTOBER,ANAMBRA BASIN,Crude Oil,0.0
NOVEMBER,ANAMBRA BASIN,Crude Oil,0.0
DECEMBER,ANAMBRA BASIN,Crude Oil,0.0
JANUARY,BONGA,Crude Oil,4016863.0
FEBRUARY,BONGA,Crude Oil,3689442.0
MARCH,BONGA,Crude Oil,3905815.0
APRIL,BONGA,Crude Oil,3692392.0
MAY,BONGA,Crude Oil,3678389.0
JUNE,BONGA,Crude Oil,3531538.0
JULY,BONGA,Crude Oil,3684667.0
AUGUST,BONGA,Crude Oil,3454658.0
SEPTEMBER,BONGA,Crude Oil,3240435.0
OCTOBER,BONGA,Crude Oil,3705503.0
NOVEMBER,BONGA,Crude Oil,3772460.0
DECEMBER,BONGA,Crude Oil,3800029.0
JANUARY,ERHA,Crude Oil,2180775.0
FEBRUARY,ERHA,Crude Oil,1814482.0
MARCH,ERHA,Crude Oil,2244465.0
APRIL,ERHA,Crude Oil,1853711.0
MAY,ERHA,Crude Oil,2074660.0
JUNE,ERHA,Crude Oil,2083548.0
JULY,ERHA,Crude Oil,2232772.0
AUGUST,ERHA,Crude Oil,2280798.0
SEPTEMBER,ERHA,Crude Oil,2162424.0
OCTOBER,ERHA,Crude Oil,2228593.0
NOVEMBER,ERHA,Crude Oil,1670786.0
DECEMBER,ERHA,Crude Oil,348698.0
JANUARY,USAN,Crude Oil,1009371.0
FEBRUARY,USAN,Crude Oil,1095734.0
MARCH,USAN,Crude Oil,896037.0
APRIL,USAN,Crude Oil,1051648.0
MAY,USAN,Crude Oil,1054246.0
JUNE,USAN,Crude Oil,1048737.0
JULY,USAN,Crude Oil,841578.0
AUGUST,USAN,Crude Oil,848681.0
SEPTEMBER,USAN,Crude Oil,655744.0
OCTOBER,USAN,Crude Oil,185463.0
NOVEMBER,USAN,Crude Oil,715920.0
DECEMBER,USAN,Crude Oil,772998.0
JANUARY,EGINA,Crude Oil,2154382.0
FEBRUARY,EGINA,Crude Oil,1865708.0
MARCH,EGINA,Crude Oil,2201323.0
APRIL,EGINA,Crude Oil,1917489.0
MAY,EGINA,Crude Oil,1994991.0
JUNE,EGINA,Crude Oil,1877766.0
JULY,EGINA,Crude Oil,2119176.0
AUGUST,EGINA,Crude Oil,1859576.0
SEPTEMBER,EGINA,Crude Oil,1850074.0
OCTOBER,EGINA,Crude Oil,1731560.0
NOVEMBER,EGINA,Crude Oil,1597919.0
DECEMBER,EGINA,Crude Oil,1689231.0
JANUARY,OYO / OBODO,Crude Oil,504401.0
FEBRUARY,OYO / OBODO,Crude Oil,200390.0
MARCH,OYO / OBODO,Crude Oil,269271.0
APRIL,OYO / OBODO,Crude Oil,154564.0
MAY,OYO / OBODO,Crude Oil,273828.0
JUNE,OYO / OBODO,Crude Oil,157664.0
JULY,OYO / OBODO,Crude Oil,266239.0
AUGUST,OYO / OBODO,Crude Oil,124136.0
SEPTEMBER,OYO / OBODO,Crude Oil,73301.0
OCTOBER,OYO / OBODO,Crude Oil,250322.0
NOVEMBER,OYO / OBODO,Crude Oil,34573.0
DECEMBER,OYO / OBODO,Crude Oil,25972.0
JANUARY,ABO,Crude Oil,381476.0
FEBRUARY,ABO,Crude Oil,340525.0
MARCH,ABO,Crude Oil,373638.0
APRIL,ABO,Crude Oil,356982.0
MAY,ABO,Crude Oil,368695.0
JUNE,ABO,Crude Oil,338918.0
JULY,ABO,Crude Oil,364306.0
AUGUST,ABO,Crude Oil,379200.0
SEPTEMBER,ABO,Crude Oil,365377.0
OCTOBER,ABO,Crude Oil,380296.0
NOVEMBER,ABO,Crude Oil,340317.0
DECEMBER,ABO,Crude Oil,338097.0
JANUARY,PENNINGTON,Crude Oil,425878.0
FEBRUARY,PENNINGTON,Crude Oil,408590.0
MARCH,PENNINGTON,Crude Oil,126576.0
APRIL,PENNINGTON,Crude Oil,425649.0
MAY,PENNINGTON,Crude Oil,417266.0
JUNE,PENNINGTON,Crude Oil,213225.0
JULY,PENNINGTON,Crude Oil,467338.0
AUGUST,PENNINGTON,Crude Oil,493049.0
SEPTEMBER,PENNINGTON,Crude Oil,289508.0
OCTOBER,PENNINGTON,Crude Oil,364190.0
NOVEMBER,PENNINGTON,Crude Oil,442063.0
DECEMBER,PENNINGTON,Crude Oil,131761.0
JANUARY,UKPOKITI,Crude Oil,0.0
FEBRUARY,UKPOKITI,Crude Oil,0.0
MARCH,UKPOKITI,Crude Oil,0.0
APRIL,UKPOKITI,Crude Oil,0.0
MAY,UKPOKITI,Crude Oil,0.0
JUNE,UKPOKITI,Crude Oil,0.0
JULY,UKPOKITI,Crude Oil,0.0
AUGUST,UKPOKITI,Crude Oil,0.0
SEPTEMBER,UKPOKITI,Crude Oil,0.0
OCTOBER,UKPOKITI,Crude Oil,0.0
NOVEMBER,UKPOKITI,Crude Oil,0.0
DECEMBER,UKPOKITI,Crude Oil,0.0
JANUARY,UGO OCHA (JONES CREEK),Crude Oil,466560.0
FEBRUARY,UGO OCHA (JONES CREEK),Crude Oil,475847.0
MARCH,UGO OCHA (JONES CREEK),Crude Oil,656192.0
APRIL,UGO OCHA (JONES CREEK),Crude Oil,481783.0
MAY,UGO OCHA (JONES CREEK),Crude Oil,866982.0
JUNE,UGO OCHA (JONES CREEK),Crude Oil,967395.0
JULY,UGO OCHA (JONES CREEK),Crude Oil,895330.0
AUGUST,UGO OCHA (JONES CREEK),Crude Oil,865518.0
SEPTEMBER,UGO OCHA (JONES CREEK),Crude Oil,835070.0
OCTOBER,UGO OCHA (JONES CREEK),Crude Oil,939477.0
NOVEMBER,UGO OCHA (JONES CREEK),Crude Oil,988679.0
DECEMBER,UGO OCHA (JONES CREEK),Crude Oil,1175701.0
JANUARY,SEA EAGLE (EA),Crude Oil,519168.0
FEBRUARY,SEA EAGLE (EA),Crude Oil,469055.0
MARCH,SEA EAGLE (EA),Crude Oil,520495.0
APRIL,SEA EAGLE (EA),Crude Oil,471272.0
MAY,SEA EAGLE (EA),Crude Oil,500602.0
JUNE,SEA EAGLE (EA),Crude Oil,476606.0
JULY,SEA EAGLE (EA),Crude Oil,487140.0
AUGUST,SEA EAGLE (EA),Crude Oil,466163.0
SEPTEMBER,SEA EAGLE (EA),Crude Oil,444477.0
OCTOBER,SEA EAGLE (EA),Crude Oil,631737.0
NOVEMBER,SEA EAGLE (EA),Crude Oil,394454.0
DECEMBER,SEA EAGLE (EA),Crude Oil,359977.0
JANUARY,ANYALA MADU (CJ Blend),Crude Oil,1534466.0
FEBRUARY,ANYALA MADU (CJ Blend),Crude Oil,897054.0
MARCH,ANYALA MADU (CJ Blend),Crude Oil,1561722.0
APRIL,ANYALA MADU (CJ Blend),Crude Oil,1472628.0
MAY,ANYALA MADU (CJ Blend),Crude Oil,1178584.0
JUNE,ANYALA MADU (CJ Blend),Crude Oil,1586958.0
JULY,ANYALA MADU (CJ Blend),Crude Oil,1480409.0
AUGUST,ANYALA MADU (CJ Blend),Crude Oil,1631658.0
SEPTEMBER,ANYALA MADU (CJ Blend),Crude Oil,1251366.0
OCTOBER,ANYALA MADU (CJ Blend),Crude Oil,1595384.0
NOVEMBER,ANYALA MADU (CJ Blend),Crude Oil,1266216.0
DECEMBER,ANYALA MADU (CJ Blend),Crude Oil,1611862.0
JANUARY,NEMBE,Crude Oil,966056.0
FEBRUARY,NEMBE,Crude Oil,1080581.0
MARCH,NEMBE,Crude Oil,1145283.0
APRIL,NEMBE,Crude Oil,881323.0
MAY,NEMBE,Crude Oil,1268028.0
JUNE,NEMBE,Crude Oil,1161601.0
JULY,NEMBE,Crude Oil,1189629.0
AUGUST,NEMBE,Crude Oil,1197272.0
SEPTEMBER,NEMBE,Crude Oil,1084787.0
OCTOBER,NEMBE,Crude Oil,955906.0
NOVEMBER,NEMBE,Crude Oil,1212574.0
DECEMBER,NEMBE,Crude Oil,1119722.0
JANUARY,UTAPATE,Crude Oil,1299239.0
FEBRUARY,UTAPATE,Crude Oil,1189559.0
MARCH,UTAPATE,Crude Oil,1226151.0
APRIL,UTAPATE,Crude Oil,1155357.0
MAY,UTAPATE,Crude Oil,1297440.0
JUNE,UTAPATE,Crude Oil,1250688.0
JULY,UTAPATE,Crude Oil,1197164.0
AUGUST,UTAPATE,Crude Oil,1305569.0
SEPTEMBER,UTAPATE,Crude Oil,1471004.0
OCTOBER,UTAPATE,Crude Oil,1421550.0
NOVEMBER,UTAPATE,Crude Oil,1490367.0
DECEMBER,UTAPATE,Crude Oil,1522716.0
JANUARY,AGBAMI,Condensate,2187786.0
FEBRUARY,AGBAMI,Condensate,2332663.0
MARCH,AGBAMI,Condensate,2519840.0
APRIL,AGBAMI,Condensate,2443595.0
MAY,AGBAMI,Condensate,2627017.0
JUNE,AGBAMI,Condensate,2242270.0
JULY,AGBAMI,Condensate,2516272.0
AUGUST,AGBAMI,Condensate,2565335.0
SEPTEMBER,AGBAMI,Condensate,2343546.0
OCTOBER,AGBAMI,Condensate,2458164.0
NOVEMBER,AGBAMI,Condensate,1472570.0
DECEMBER,AGBAMI,Condensate,362617.0
JANUARY,AKPO,Condensate,1809868.0
FEBRUARY,AKPO,Condensate,1589595.0
MARCH,AKPO,Condensate,1761716.0
APRIL,AKPO,Condensate,1535388.0
MAY,AKPO,Condensate,1653239.0
JUNE,AKPO,Condensate,1393175.0
JULY,AKPO,Condensate,1565279.0
AUGUST,AKPO,Condensate,1440640.0
SEPTEMBER,AKPO,Condensate,1635293.0
OCTOBER,AKPO,Condensate,1688515.0
NOVEMBER,AKPO,Condensate,1277166.0
DECEMBER,AKPO,Condensate,1530631.0
JANUARY,IMA,Condensate,0.0
FEBRUARY,IMA,Condensate,0.0
MARCH,IMA,Condensate,0.0
APRIL,IMA,Condensate,0.0
MAY,IMA,Condensate,0.0
JUNE,IMA,Condensate,0.0
JULY,IMA,Condensate,0.0
AUGUST,IMA,Condensate,0.0
SEPTEMBER,IMA,Condensate,0.0
OCTOBER,IMA,Condensate,0.0
NOVEMBER,IMA,Condensate,0.0
DECEMBER,IMA,Condensate,0.0
JANUARY,AJAPA,Condensate,0.0
FEBRUARY,AJAPA,Condensate,0.0
MARCH,AJAPA,Condensate,0.0
APRIL,AJAPA,Condensate,0.0
MAY,AJAPA,Condensate,0.0
JUNE,AJAPA,Condensate,0.0
JULY,AJAPA,Condensate,0.0
AUGUST,AJAPA,Condensate,0.0
SEPTEMBER,AJAPA,Condensate,0.0
OCTOBER,AJAPA,Condensate,0.0
NOVEMBER,AJAPA,Condensate,31857.0
DECEMBER,AJAPA,Condensate,50163.0
