month,terminal,liquid_type,volume_bbls
OCTOBER,FORCADOS,Crude Oil,7501767.24
NOVEMBER,FORCADOS,Crude Oil,6882242.93
DECEMBER,FORCADOS,Crude Oil,6167289.2
JANUARY,FORCADOS,Condensate,642735.14
FEBRUARY,FORCADOS,Condensate,691497.46
MARCH,FORCADOS,Condensate,529233.5
APRIL,FORCADOS,Condensate,707553.0
MAY,FORCADOS,Condensate,858812.81
JUNE,FORCADOS,Condensate,598406.85
JULY,FORCADOS,Condensate,817407.61
AUGUST,FORCADOS,Condensate,630703.95
SEPTEMBER,FORCADOS,Condensate,1026181.53
OCTOBER,FORCADOS,Condensate,1277680.76
NOVEMBER,FORCADOS,Condensate,1180302.07
DECEMBER,FORCADOS,Condensate,1057008.69
JANUARY,ESCRAVOS (Oil Terminal),Crude Oil,5173640.0
FEBRUARY,ESCRAVOS (Oil Terminal),Crude Oil,4901583.0
MARCH,ESCRAVOS (Oil Terminal),Crude Oil,5297999.0
APRIL,ESCRAVOS (Oil Terminal),Crude Oil,5071227.0
MAY,ESCRAVOS (Oil Terminal),Crude Oil,4304038.0
JUNE,ESCRAVOS (Oil Terminal),Crude Oil,3744267.0
JULY,ESCRAVOS (Oil Terminal),Crude Oil,3753654.0
AUGUST,ESCRAVOS (Oil Terminal),Crude Oil,4296378.0
SEPTEMBER,ESCRAVOS (Oil Terminal),Crude Oil,3855146.0
OCTOBER,ESCRAVOS (Oil Terminal),Crude Oil,4358985.0
NOVEMBER,ESCRAVOS (Oil Terminal),Crude Oil,4465331.0
DECEMBER,ESCRAVOS (Oil Terminal),Crude Oil,4135106.0
JANUARY,ESCRAVOS (Oil Terminal),Condensate,102669.0
FEBRUARY,ESCRAVOS (Oil Terminal),Condensate,95438.0
MARCH,ESCRAVOS (Oil Terminal),Condensate,139510.0
APRIL,ESCRAVOS (Oil Terminal),Condensate,93119.0
MAY,ESCRAVOS (Oil Terminal),Condensate,113762.0
JUNE,ESCRAVOS (Oil Terminal),Condensate,123688.0
JULY,ESCRAVOS (Oil Terminal),Condensate,136978.0
AUGUST,ESCRAVOS (Oil Terminal),Condensate,154141.0
SEPTEMBER,ESCRAVOS (Oil Terminal),Condensate,119716.0
OCTOBER,ESCRAVOS (Oil Terminal),Condensate,71439.0
NOVEMBER,ESCRAVOS (Oil Terminal),Condensate,112978.0
DECEMBER,ESCRAVOS (Oil Terminal),Condensate,153400.0
JANUARY,ODUDU (AMENAM BLEND),Crude Oil,2975527.0
FEBRUARY,ODUDU (AMENAM BLEND),Crude Oil,2646935.0
MARCH,ODUDU (AMENAM BLEND),Crude Oil,2776061.0
APRIL,ODUDU (AMENAM BLEND),Crude Oil,2718222.0
MAY,ODUDU (AMENAM BLEND),Crude Oil,2291029.0
JUNE,ODUDU (AMENAM BLEND),Crude Oil,2260403.0
JULY,ODUDU (AMENAM BLEND),Crude Oil,2302726.0
AUGUST,ODUDU (AMENAM BLEND),Crude Oil,2247597.0
SEPTEMBER,ODUDU (AMENAM BLEND),Crude Oil,2168961.0
OCTOBER,ODUDU (AMENAM BLEND),Crude Oil,2256069.0
NOVEMBER,ODUDU (AMENAM BLEND),Crude Oil,2100011.0
DECEMBER,ODUDU (AMENAM BLEND),Crude Oil,1907060.0
JANUARY,ODUDU (AMENAM BLEND),Condensate,20953.0
FEBRUARY,ODUDU (AMENAM BLEND),Condensate,10926.0
MARCH,ODUDU (AMENAM BLEND),Condensate,14482.0
APRIL,ODUDU (AMENAM BLEND),Condensate,16054.0
MAY,ODUDU (AMENAM BLEND),Condensate,14077.0
JUNE,ODUDU (AMENAM BLEND),Condensate,9218.0
JULY,ODUDU (AMENAM BLEND),Condensate,9226.0
AUGUST,ODUDU (AMENAM BLEND),Condensate,9106.0
SEPTEMBER,ODUDU (AMENAM BLEND),Condensate,11850.0
OCTOBER,ODUDU (AMENAM BLEND),Condensate,11630.0
NOVEMBER,ODUDU (AMENAM BLEND),Condensate,12365.0
DECEMBER,ODUDU (AMENAM BLEND),Condensate,13159.0
JANUARY,TULJA - OKWUIBOME,Crude Oil,962597.81
FEBRUARY,TULJA - OKWUIBOME,Crude Oil,1122749.43
MARCH,TULJA - OKWUIBOME,Crude Oil,920232.14
APRIL,TULJA - OKWUIBOME,Crude Oil,1193208.0
MAY,TULJA - OKWUIBOME,Crude Oil,1162968.83
JUNE,TULJA - OKWUIBOME,Crude Oil,1075914.0
JULY,TULJA - OKWUIBOME,Crude Oil,1074277.0
AUGUST,TULJA - OKWUIBOME,Crude Oil,994528.0
SEPTEMBER,TULJA - OKWUIBOME,Crude Oil,902965.0
OCTOBER,TULJA - OKWUIBOME,Crude Oil,1199770.0
NOVEMBER,TULJA - OKWUIBOME,Crude Oil,1022452.0
DECEMBER,TULJA - OKWUIBOME,Crude Oil,1000607.0
JANUARY,TULJA - OKWUIBOME,Condensate,0.0
FEBRUARY,TULJA - OKWUIBOME,Condensate,0.0
MARCH,TULJA - OKWUIBOME,Condensate,0.0
APRIL,TULJA - OKWUIBOME,Condensate,0.0
MAY,TULJA - OKWUIBOME,Condensate,0.0
JUNE,TULJA - OKWUIBOME,Condensate,0.0
JULY,TULJA - OKWUIBOME,Condensate,0.0
AUGUST,TULJA - OKWUIBOME,Condensate,0.0
SEPTEMBER,TULJA - OKWUIBOME,Condensate,0.0
OCTOBER,TULJA - OKWUIBOME,Condensate,0.0
NOVEMBER,TULJA - OKWUIBOME,Condensate,0.0
DECEMBER,TULJA - OKWUIBOME,Condensate,0.0
JANUARY,AJE,Crude Oil,58330.0
FEBRUARY,AJE,Crude Oil,66293.0
MARCH,AJE,Crude Oil,69383.0
APRIL,AJE,Crude Oil,127431.0
MAY,AJE,Crude Oil,64296.0
JUNE,AJE,Crude Oil,57639.0
JULY,AJE,Crude Oil,69412.0
AUGUST,AJE,Crude Oil,56360.0
SEPTEMBER,AJE,Crude Oil,50439.0
OCTOBER,AJE,Crude Oil,42441.0
NOVEMBER,AJE,Crude Oil,41658.0
DECEMBER,AJE,Crude Oil,44538.0
JANUARY,AJE,Condensate,0.0
FEBRUARY,AJE,Condensate,0.0
MARCH,AJE,Condensate,0.0
APRIL,AJE,Condensate,0.0
MAY,AJE,Condensate,0.0
JUNE,AJE,Condensate,0.0
JULY,AJE,Condensate,0.0
AUGUST,AJE,Condensate,0.0
SEPTEMBER,AJE,Condensate,0.0
OCTOBER,AJE,Condensate,0.0
NOVEMBER,AJE,Condensate,0.0
DECEMBER,AJE,Condensate,0.0
JANUARY,OKORO (Ex Ima Terminal),Crude Oil,425106.0
FEBRUARY,OKORO (Ex Ima Terminal),Crude Oil,423567.0
MARCH,OKORO (Ex Ima Terminal),Crude Oil,549824.0
APRIL,OKORO (Ex Ima Terminal),Crude Oil,541810.0
MAY,OKORO (Ex Ima Terminal),Crude Oil,509883.0
JUNE,OKORO (Ex Ima Terminal),Crude Oil,448072.0
JULY,OKORO (Ex Ima Terminal),Crude Oil,489216.0
AUGUST,OKORO (Ex Ima Terminal),Crude Oil,505451.0
SEPTEMBER,OKORO (Ex Ima Terminal),Crude Oil,402178.0
OCTOBER,OKORO (Ex Ima Terminal),Crude Oil,413531.0
NOVEMBER,OKORO (Ex Ima Terminal),Crude Oil,329635.0
DECEMBER,OKORO (Ex Ima Terminal),Crude Oil,394952.0
JANUARY,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
FEBRUARY,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
MARCH,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
APRIL,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
MAY,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
JUNE,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
JULY,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
AUGUST,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
SEPTEMBER,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
OCTOBER,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
NOVEMBER,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
DECEMBER,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
JANUARY,OTAKPIPO (Ex Ima Terminal),Crude Oil,177566.0
FEBRUARY,OTAKPIPO (Ex Ima Terminal),Crude Oil,214168.0
MARCH,OTAKPIPO (Ex Ima Terminal),Crude Oil,210405.0
APRIL,OTAKPIPO (Ex Ima Terminal),Crude Oil,207732.0
MAY,OTAKPIPO (Ex Ima Terminal),Crude Oil,170742.0
JUNE,OTAKPIPO (Ex Ima Terminal),Crude Oil,182694.0
JULY,OTAKPIPO (Ex Ima Terminal),Crude Oil,143164.0
AUGUST,OTAKPIPO (Ex Ima Terminal),Crude Oil,150536.0
SEPTEMBER,OTAKPIPO (Ex Ima Terminal),Crude Oil,239410.0
OCTOBER,OTAKPIPO (Ex Ima Terminal),Crude Oil,181122.0
NOVEMBER,OTAKPIPO (Ex Ima Terminal),Crude Oil,162657.0
DECEMBER,OTAKPIPO (Ex Ima Terminal),Crude Oil,168868.0
JANUARY,ANTAN,Crude Oil,572634.0
FEBRUARY,ANTAN,Crude Oil,545797.0
MARCH,ANTAN,Crude Oil,562034.0
APRIL,ANTAN,Crude Oil,526343.0
MAY,ANTAN,Crude Oil,515089.0
JUNE,ANTAN,Crude Oil,548377.0
JULY,ANTAN,Crude Oil,520134.0
AUGUST,ANTAN,Crude Oil,489157.0
SEPTEMBER,ANTAN,Crude Oil,431580.0
OCTOBER,ANTAN,Crude Oil,483447.0
NOVEMBER,ANTAN,Crude Oil,473841.0
DECEMBER,ANTAN,Crude Oil,503570.0
JANUARY,OKONO,Crude Oil,469829.0
FEBRUARY,OKONO,Crude Oil,426667.0
MARCH,OKONO,Crude Oil,448645.0
APRIL,OKONO,Crude Oil,425473.0
MAY,OKONO,Crude Oil,227124.0
JUNE,OKONO,Crude Oil,492763.0
JULY,OKONO,Crude Oil,487454.0
AUGUST,OKONO,Crude Oil,469392.0
SEPTEMBER,OKONO,Crude Oil,444876.0
OCTOBER,OKONO,Crude Oil,386097.0
NOVEMBER,OKONO,Crude Oil,406949.0
DECEMBER,OKONO,Crude Oil,302349.0
JANUARY,YOHO,Crude Oil,1069312.0
FEBRUARY,YOHO,Crude Oil,451608.0
MARCH,YOHO,Crude Oil,1177413.0
APRIL,YOHO,Crude Oil,763697.0
MAY,YOHO,Crude Oil,759586.0
JUNE,YOHO,Crude Oil,785953.0
JULY,YOHO,Crude Oil,825570.0
AUGUST,YOHO,Crude Oil,690111.0
SEPTEMBER,YOHO,Crude Oil,681321.0
OCTOBER,YOHO,Crude Oil,674773.0
NOVEMBER,YOHO,Crude Oil,827735.0
DECEMBER,YOHO,Crude Oil,494251.0
JANUARY,OKWORI,Crude Oil,212436.0
FEBRUARY,OKWORI,Crude Oil,136129.0
MARCH,OKWORI,Crude Oil,200000.0
APRIL,OKWORI,Crude Oil,230054.0
MAY,OKWORI,Crude Oil,101041.0
JUNE,OKWORI,Crude Oil,12.0
JULY,OKWORI,Crude Oil,0.0
AUGUST,OKWORI,Crude Oil,226.0
SEPTEMBER,OKWORI,Crude Oil,0.0
OCTOBER,OKWORI,Crude Oil,116598.0
NOVEMBER,OKWORI,Crude Oil,206241.0
DECEMBER,OKWORI,Crude Oil,226641.0
JANUARY,EBOK,Crude Oil,476424.0
FEBRUARY,EBOK,Crude Oil,405782.0
MARCH,EBOK,Crude Oil,418271.0
APRIL,EBOK,Crude Oil,418650.0
MAY,EBOK,Crude Oil,437876.0
JUNE,EBOK,Crude Oil,430667.0
JULY,EBOK,Crude Oil,401753.0
AUGUST,EBOK,Crude Oil,347230.0
SEPTEMBER,EBOK,Crude Oil,346395.0
OCTOBER,EBOK,Crude Oil,384422.0
NOVEMBER,EBOK,Crude Oil,296739.0
DECEMBER,EBOK,Crude Oil,347583.0
JANUARY,AJAPA (Atala Oil),Crude Oil,0.0
FEBRUARY,AJAPA (Atala Oil),Crude Oil,0.0
MARCH,AJAPA (Atala Oil),Crude Oil,0.0
APRIL,AJAPA (Atala Oil),Crude Oil,0.0
MAY,AJAPA (Atala Oil),Crude Oil,0.0
JUNE,AJAPA (Atala Oil),Crude Oil,0.0
JULY,AJAPA (Atala Oil),Crude Oil,0.0
AUGUST,AJAPA (Atala Oil),Crude Oil,0.0
SEPTEMBER,AJAPA (Atala Oil),Crude Oil,0.0
OCTOBER,AJAPA (Atala Oil),Crude Oil,0.0
NOVEMBER,AJAPA (Atala Oil),Crude Oil,0.0
DECEMBER,AJAPA (Atala Oil),Crude Oil,0.0
JANUARY,ANAMBRA BASIN,Crude Oil,0.0
FEBRUARY,ANAMBRA BASIN,Crude Oil,0.0
MARCH,ANAMBRA BASIN,Crude Oil,0.0
APRIL,ANAMBRA BASIN,Crude Oil,0.0
MAY,ANAMBRA BASIN,Crude Oil,0.0
JUNE,ANAMBRA BASIN,Crude Oil,0.0
JULY,ANAMBRA BASIN,Crude Oil,0.0
AUGUST,ANAMBRA BASIN,Crude Oil,0.0
SEPTEMBER,ANAMBRA BASIN,Crude Oil,0.0
OCTOBER,ANAMBRA BASIN,Crude Oil,0.0
NOVEMBER,ANAMBRA BASIN,Crude Oil,0.0
DECEMBER,ANAMBRA BASIN,Crude Oil,0.0
JANUARY,BONGA,Crude Oil,5256020.0
FEBRUARY,BONGA,Crude Oil,4772251.0
MARCH,BONGA,Crude Oil,4656816.0
APRIL,BONGA,Crude Oil,4516881.0
MAY,BONGA,Crude Oil,3042038.0
JUNE,BONGA,Crude Oil,2270282.0
JULY,BONGA,Crude Oil,3168540.0
AUGUST,BONGA,Crude Oil,3179025.0
SEPTEMBER,BONGA,Crude Oil,2655215.0
OCTOBER,BONGA,Crude Oil,3138336.0
NOVEMBER,BONGA,Crude Oil,2812803.0
DECEMBER,BONGA,Crude Oil,3538839.0
JANUARY,ERHA,Crude Oil,2726847.0
FEBRUARY,ERHA,Crude Oil,2702018.0
MARCH,ERHA,Crude Oil,2739428.0
APRIL,ERHA,Crude Oil,2285123.0
MAY,ERHA,Crude Oil,2221439.7
JUNE,ERHA,Crude Oil,1642287.0
JULY,ERHA,Crude Oil,632274.0
AUGUST,ERHA,Crude Oil,1985046.0
SEPTEMBER,ERHA,Crude Oil,1546750.0
OCTOBER,ERHA,Crude Oil,1507902.0
NOVEMBER,ERHA,Crude Oil,2267203.0
DECEMBER,ERHA,Crude Oil,1346527.0
JANUARY,USAN,Crude Oil,1754518.0
FEBRUARY,USAN,Crude Oil,1453445.0
MARCH,USAN,Crude Oil,1463576.0
APRIL,USAN,Crude Oil,1484729.0
MAY,USAN,Crude Oil,1055659.0
JUNE,USAN,Crude Oil,1095532.0
JULY,USAN,Crude Oil,1231674.0
AUGUST,USAN,Crude Oil,953911.0
SEPTEMBER,USAN,Crude Oil,991788.0
OCTOBER,USAN,Crude Oil,952855.0
NOVEMBER,USAN,Crude Oil,551618.0
DECEMBER,USAN,Crude Oil,623003.0
JANUARY,EGINA,Crude Oil,6258028.0
FEBRUARY,EGINA,Crude Oil,5835557.0
MARCH,EGINA,Crude Oil,6242311.0
APRIL,EGINA,Crude Oil,5579805.0
MAY,EGINA,Crude Oil,4438438.0
JUNE,EGINA,Crude Oil,3818473.0
JULY,EGINA,Crude Oil,4273725.0
AUGUST,EGINA,Crude Oil,4207861.0
SEPTEMBER,EGINA,Crude Oil,3847672.0
OCTOBER,EGINA,Crude Oil,4199852.0
NOVEMBER,EGINA,Crude Oil,3837487.0
DECEMBER,EGINA,Crude Oil,3834812.0
JANUARY,OYO,Crude Oil,0.0
FEBRUARY,OYO,Crude Oil,0.0
MARCH,OYO,Crude Oil,0.0
APRIL,OYO,Crude Oil,0.0
MAY,OYO,Crude Oil,0.0
JUNE,OYO,Crude Oil,0.0
JULY,OYO,Crude Oil,0.0
AUGUST,OYO,Crude Oil,0.0
SEPTEMBER,OYO,Crude Oil,0.0
OCTOBER,OYO,Crude Oil,0.0
NOVEMBER,OYO,Crude Oil,0.0
DECEMBER,OYO,Crude Oil,0.0
JANUARY,ABO,Crude Oil,593307.0
FEBRUARY,ABO,Crude Oil,540331.0
MARCH,ABO,Crude Oil,564049.0
APRIL,ABO,Crude Oil,532165.0
MAY,ABO,Crude Oil,477785.0
JUNE,ABO,Crude Oil,474513.0
JULY,ABO,Crude Oil,477855.0
AUGUST,ABO,Crude Oil,470493.0
SEPTEMBER,ABO,Crude Oil,458406.0
OCTOBER,ABO,Crude Oil,469321.0
NOVEMBER,ABO,Crude Oil,483224.0
DECEMBER,ABO,Crude Oil,251736.0
JANUARY,PENNINGTON,Crude Oil,566958.0
FEBRUARY,PENNINGTON,Crude Oil,632717.0
MARCH,PENNINGTON,Crude Oil,588768.0
APRIL,PENNINGTON,Crude Oil,648806.0
MAY,PENNINGTON,Crude Oil,79882.0
JUNE,PENNINGTON,Crude Oil,360435.0
JULY,PENNINGTON,Crude Oil,571681.0
AUGUST,PENNINGTON,Crude Oil,0.0
SEPTEMBER,PENNINGTON,Crude Oil,0.0
OCTOBER,PENNINGTON,Crude Oil,0.0
NOVEMBER,PENNINGTON,Crude Oil,45737.0
DECEMBER,PENNINGTON,Crude Oil,795238.0
JANUARY,UKPOKITI,Crude Oil,0.0
FEBRUARY,UKPOKITI,Crude Oil,0.0
MARCH,UKPOKITI,Crude Oil,0.0
APRIL,UKPOKITI,Crude Oil,0.0
MAY,UKPOKITI,Crude Oil,0.0
JUNE,UKPOKITI,Crude Oil,0.0
JULY,UKPOKITI,Crude Oil,0.0
AUGUST,UKPOKITI,Crude Oil,0.0
SEPTEMBER,UKPOKITI,Crude Oil,0.0
OCTOBER,UKPOKITI,Crude Oil,0.0
NOVEMBER,UKPOKITI,Crude Oil,0.0
DECEMBER,UKPOKITI,Crude Oil,0.0
JANUARY,UGO OCHA (JONES CREEK),Crude Oil,1046416.0
FEBRUARY,UGO OCHA (JONES CREEK),Crude Oil,1044423.0
MARCH,UGO OCHA (JONES CREEK),Crude Oil,1088956.0
APRIL,UGO OCHA (JONES CREEK),Crude Oil,924344.0
MAY,UGO OCHA (JONES CREEK),Crude Oil,1011258.0
JUNE,UGO OCHA (JONES CREEK),Crude Oil,922127.0
JULY,UGO OCHA (JONES CREEK),Crude Oil,737640.0
AUGUST,UGO OCHA (JONES CREEK),Crude Oil,864503.0
SEPTEMBER,UGO OCHA (JONES CREEK),Crude Oil,892686.0
OCTOBER,UGO OCHA (JONES CREEK),Crude Oil,652908.0
NOVEMBER,UGO OCHA (JONES CREEK),Crude Oil,428934.0
DECEMBER,UGO OCHA (JONES CREEK),Crude Oil,23279.0
JANUARY,SEA EAGLE (EA),Crude Oil,660891.0
FEBRUARY,SEA EAGLE (EA),Crude Oil,660912.0
MARCH,SEA EAGLE (EA),Crude Oil,768864.0
APRIL,SEA EAGLE (EA),Crude Oil,854138.0
MAY,SEA EAGLE (EA),Crude Oil,830453.0
JUNE,SEA EAGLE (EA),Crude Oil,826224.0
JULY,SEA EAGLE (EA),Crude Oil,912313.0
AUGUST,SEA EAGLE (EA),Crude Oil,801856.0
SEPTEMBER,SEA EAGLE (EA),Crude Oil,843465.0
OCTOBER,SEA EAGLE (EA),Crude Oil,769237.0
NOVEMBER,SEA EAGLE (EA),Crude Oil,841946.0
DECEMBER,SEA EAGLE (EA),Crude Oil,771531.0
JANUARY,ANYALA MADU (CJ Blend),Crude Oil,0.0
FEBRUARY,ANYALA MADU (CJ Blend),Crude Oil,0.0
MARCH,ANYALA MADU (CJ Blend),Crude Oil,0.0
APRIL,ANYALA MADU (CJ Blend),Crude Oil,0.0
MAY,ANYALA MADU (CJ Blend),Crude Oil,0.0
JUNE,ANYALA MADU (CJ Blend),Crude Oil,0.0
JULY,ANYALA MADU (CJ Blend),Crude Oil,0.0
AUGUST,ANYALA MADU (CJ Blend),Crude Oil,0.0
SEPTEMBER,ANYALA MADU (CJ Blend),Crude Oil,0.0
OCTOBER,ANYALA MADU (CJ Blend),Crude Oil,83180.0
NOVEMBER,ANYALA MADU (CJ Blend),Crude Oil,301651.0
DECEMBER,ANYALA MADU (CJ Blend),Crude Oil,337217.0
JANUARY,AGBAMI,Condensate,4906732.0
FEBRUARY,AGBAMI,Condensate,4585683.0
MARCH,AGBAMI,Condensate,4813313.0
APRIL,AGBAMI,Condensate,4473036.0
MAY,AGBAMI,Condensate,4007356.0
JUNE,AGBAMI,Condensate,4442287.0
JULY,AGBAMI,Condensate,4514215.0
AUGUST,AGBAMI,Condensate,4472719.0
SEPTEMBER,AGBAMI,Condensate,4054915.0
OCTOBER,AGBAMI,Condensate,3951128.0
NOVEMBER,AGBAMI,Condensate,3913292.0
DECEMBER,AGBAMI,Condensate,4315655.0
JANUARY,AKPO,Condensate,3100072.0
FEBRUARY,AKPO,Condensate,2866461.0
MARCH,AKPO,Condensate,3032866.0
APRIL,AKPO,Condensate,2833671.0
MAY,AKPO,Condensate,3030827.0
JUNE,AKPO,Condensate,2889518.0
JULY,AKPO,Condensate,3049214.0
AUGUST,AKPO,Condensate,3081016.0
SEPTEMBER,AKPO,Condensate,2839053.0
OCTOBER,AKPO,Condensate,2943985.0
NOVEMBER,AKPO,Condensate,2860368.0
DECEMBER,AKPO,Condensate,3076909.0
JANUARY,IMA,Condensate,0.0
FEBRUARY,IMA,Condensate,0.0
MARCH,IMA,Condensate,0.0
APRIL,IMA,Condensate,0.0
MAY,IMA,Condensate,0.0
JUNE,IMA,Condensate,0.0
JULY,IMA,Condensate,0.0
AUGUST,IMA,Condensate,0.0
SEPTEMBER,IMA,Condensate,0.0
OCTOBER,IMA,Condensate,0.0
NOVEMBER,IMA,Condensate,0.0
DECEMBER,IMA,Condensate,0.0
JANUARY,AJAPA,Condensate,59540.0
FEBRUARY,AJAPA,Condensate,20822.0
MARCH,AJAPA,Condensate,10126.0
APRIL,AJAPA,Condensate,63167.0
MAY,AJAPA,Condensate,53925.0
JUNE,AJAPA,Condensate,32183.0
JULY,AJAPA,Condensate,66587.0
AUGUST,AJAPA,Condensate,63456.0
SEPTEMBER,AJAPA,Condensate,64384.0
OCTOBER,AJAPA,Condensate,66240.0
NOVEMBER,AJAPA,Condensate,32613.0
DECEMBER,AJAPA,Condensate,63307.0
JANUARY,TULJA - OKWUIBOME,Condensate,0.0
FEBRUARY,TULJA - OKWUIBOME,Condensate,0.0
MARCH,TULJA - OKWUIBOME,Condensate,0.0
APRIL,TULJA - OKWUIBOME,Condensate,0.0
MAY,TULJA - OKWUIBOME,Condensate,0.0
JUNE,TULJA - OKWUIBOME,Condensate,0.0
JULY,TULJA - OKWUIBOME,Condensate,0.0
AUGUST,TULJA - OKWUIBOME,Condensate,9408.0
SEPTEMBER,TULJA - OKWUIBOME,Condensate,42106.0
OCTOBER,TULJA - OKWUIBOME,Condensate,43330.0
NOVEMBER,TULJA - OKWUIBOME,Condensate,219936.0
DECEMBER,TULJA - OKWUIBOME,Condensate,277305.0
