month,terminal,liquid_type,volume_bbls
SEPTEMBER,ODUDU (AMENAM BLEND),Condensate,10300.0
OCTOBER,ODUDU (AMENAM BLEND),Condensate,8524.0
NOVEMBER,ODUDU (AMENAM BLEND),Condensate,10313.0
DECEMBER,ODUDU (AMENAM BLEND),Condensate,9534.0
JANUARY,TULJA - OKWUIBOME,Crude Oil,1299066.0
FEBRUARY,TULJA - OKWUIBOME,Crude Oil,1096526.0
MARCH,TULJA - OKWUIBOME,Crude Oil,1416654.0
APRIL,TULJA - OKWUIBOME,Crude Oil,1272940.0
MAY,TULJA - OKWUIBOME,Crude Oil,1178195.0
JUNE,TULJA - OKWUIBOME,Crude Oil,1201034.0
JULY,TULJA - OKWUIBOME,Crude Oil,1190108.0
AUGUST,TULJA - OKWUIBOME,Crude Oil,1252513.0
SEPTEMBER,TULJA - OKWUIBOME,Crude Oil,1233366.0
OCTOBER,TULJA - OKWUIBOME,Crude Oil,1073177.0
NOVEMBER,TULJA - OKWUIBOME,Crude Oil,1155946.0
DECEMBER,TULJA - OKWUIBOME,Crude Oil,1176494.0
JANUARY,TULJA - OKWUIBOME,Condensate,0.0
FEBRUARY,TULJA - OKWUIBOME,Condensate,0.0
MARCH,TULJA - OKWUIBOME,Condensate,0.0
APRIL,TULJA - OKWUIBOME,Condensate,0.0
MAY,TULJA - OKWUIBOME,Condensate,0.0
JUNE,TULJA - OKWUIBOME,Condensate,0.0
JULY,TULJA - OKWUIBOME,Condensate,0.0
AUGUST,TULJA - OKWUIBOME,Condensate,0.0
SEPTEMBER,TULJA - OKWUIBOME,Condensate,0.0
OCTOBER,TULJA - OKWUIBOME,Condensate,0.0
NOVEMBER,TULJA - OKWUIBOME,Condensate,0.0
DECEMBER,TULJA - OKWUIBOME,Condensate,0.0
JANUARY,AJE,Crude Oil,0.0
FEBRUARY,AJE,Crude Oil,0.0
MARCH,AJE,Crude Oil,0.0
APRIL,AJE,Crude Oil,0.0
MAY,AJE,Crude Oil,0.0
JUNE,AJE,Crude Oil,0.0
JULY,AJE,Crude Oil,0.0
AUGUST,AJE,Crude Oil,0.0
SEPTEMBER,AJE,Crude Oil,0.0
OCTOBER,AJE,Crude Oil,0.0
NOVEMBER,AJE,Crude Oil,0.0
DECEMBER,AJE,Crude Oil,0.0
JANUARY,AJE,Condensate,0.0
FEBRUARY,AJE,Condensate,0.0
MARCH,AJE,Condensate,0.0
APRIL,AJE,Condensate,0.0
MAY,AJE,Condensate,0.0
JUNE,AJE,Condensate,0.0
JULY,AJE,Condensate,0.0
AUGUST,AJE,Condensate,0.0
SEPTEMBER,AJE,Condensate,0.0
OCTOBER,AJE,Condensate,0.0
NOVEMBER,AJE,Condensate,0.0
DECEMBER,AJE,Condensate,0.0
JANUARY,OKORO (Ex Ima Terminal),Crude Oil,296448.0
FEBRUARY,OKORO (Ex Ima Terminal),Crude Oil,238922.0
MARCH,OKORO (Ex Ima Terminal),Crude Oil,250743.0
APRIL,OKORO (Ex Ima Terminal),Crude Oil,185609.0
MAY,OKORO (Ex Ima Terminal),Crude Oil,226632.0
JUNE,OKORO (Ex Ima Terminal),Crude Oil,258202.0
JULY,OKORO (Ex Ima Terminal),Crude Oil,268451.0
AUGUST,OKORO (Ex Ima Terminal),Crude Oil,266767.0
SEPTEMBER,OKORO (Ex Ima Terminal),Crude Oil,235949.0
OCTOBER,OKORO (Ex Ima Terminal),Crude Oil,200445.0
NOVEMBER,OKORO (Ex Ima Terminal),Crude Oil,234267.0
DECEMBER,OKORO (Ex Ima Terminal),Crude Oil,236475.0
JANUARY,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
FEBRUARY,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
MARCH,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
APRIL,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
MAY,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
JUNE,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
JULY,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
AUGUST,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
SEPTEMBER,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
OCTOBER,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
NOVEMBER,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
DECEMBER,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
JANUARY,OTAKPIPO (Ex Ima Terminal),Crude Oil,164478.0
FEBRUARY,OTAKPIPO (Ex Ima Terminal),Crude Oil,143635.0
MARCH,OTAKPIPO (Ex Ima Terminal),Crude Oil,137711.0
APRIL,OTAKPIPO (Ex Ima Terminal),Crude Oil,138234.0
MAY,OTAKPIPO (Ex Ima Terminal),Crude Oil,145107.0
JUNE,OTAKPIPO (Ex Ima Terminal),Crude Oil,139536.0
JULY,OTAKPIPO (Ex Ima Terminal),Crude Oil,161180.0
AUGUST,OTAKPIPO (Ex Ima Terminal),Crude Oil,235466.0
SEPTEMBER,OTAKPIPO (Ex Ima Terminal),Crude Oil,191580.0
OCTOBER,OTAKPIPO (Ex Ima Terminal),Crude Oil,254098.0
NOVEMBER,OTAKPIPO (Ex Ima Terminal),Crude Oil,304522.0
DECEMBER,OTAKPIPO (Ex Ima Terminal),Crude Oil,306591.0
JANUARY,ANTAN,Crude Oil,471742.0
FEBRUARY,ANTAN,Crude Oil,440628.0
MARCH,ANTAN,Crude Oil,444493.0
APRIL,ANTAN,Crude Oil,457867.0
MAY,ANTAN,Crude Oil,476620.0
JUNE,ANTAN,Crude Oil,515267.0
JULY,ANTAN,Crude Oil,593525.0
AUGUST,ANTAN,Crude Oil,602193.0
SEPTEMBER,ANTAN,Crude Oil,490610.0
OCTOBER,ANTAN,Crude Oil,370655.0
NOVEMBER,ANTAN,Crude Oil,411956.0
DECEMBER,ANTAN,Crude Oil,424338.0
JANUARY,OKONO,Crude Oil,350284.0
FEBRUARY,OKONO,Crude Oil,283963.0
MARCH,OKONO,Crude Oil,373326.0
APRIL,OKONO,Crude Oil,335547.0
MAY,OKONO,Crude Oil,279452.0
JUNE,OKONO,Crude Oil,313050.0
JULY,OKONO,Crude Oil,302278.0
AUGUST,OKONO,Crude Oil,279267.0
SEPTEMBER,OKONO,Crude Oil,277381.0
OCTOBER,OKONO,Crude Oil,297664.0
NOVEMBER,OKONO,Crude Oil,228220.0
DECEMBER,OKONO,Crude Oil,301944.0
JANUARY,YOHO,Crude Oil,790934.0
FEBRUARY,YOHO,Crude Oil,514210.0
MARCH,YOHO,Crude Oil,773054.0
APRIL,YOHO,Crude Oil,847262.0
MAY,YOHO,Crude Oil,827883.0
JUNE,YOHO,Crude Oil,676028.0
JULY,YOHO,Crude Oil,1067443.0
AUGUST,YOHO,Crude Oil,970559.0
SEPTEMBER,YOHO,Crude Oil,867274.0
OCTOBER,YOHO,Crude Oil,1052868.0
NOVEMBER,YOHO,Crude Oil,900264.0
DECEMBER,YOHO,Crude Oil,994893.0
JANUARY,OKWORI,Crude Oil,0.0
FEBRUARY,OKWORI,Crude Oil,0.0
MARCH,OKWORI,Crude Oil,0.0
APRIL,OKWORI,Crude Oil,0.0
MAY,OKWORI,Crude Oil,0.0
JUNE,OKWORI,Crude Oil,5566.0
JULY,OKWORI,Crude Oil,135341.0
AUGUST,OKWORI,Crude Oil,136571.0
SEPTEMBER,OKWORI,Crude Oil,136370.0
OCTOBER,OKWORI,Crude Oil,122751.0
NOVEMBER,OKWORI,Crude Oil,77968.0
DECEMBER,OKWORI,Crude Oil,47248.0
JANUARY,EBOK,Crude Oil,299051.0
FEBRUARY,EBOK,Crude Oil,215073.0
MARCH,EBOK,Crude Oil,345701.0
APRIL,EBOK,Crude Oil,324380.0
MAY,EBOK,Crude Oil,340512.0
JUNE,EBOK,Crude Oil,301301.0
JULY,EBOK,Crude Oil,330431.0
AUGUST,EBOK,Crude Oil,294952.0
SEPTEMBER,EBOK,Crude Oil,342807.0
OCTOBER,EBOK,Crude Oil,314550.0
NOVEMBER,EBOK,Crude Oil,289852.0
DECEMBER,EBOK,Crude Oil,267901.0
JANUARY,AJAPA (Atala Oil),Crude Oil,0.0
FEBRUARY,AJAPA (Atala Oil),Crude Oil,0.0
MARCH,AJAPA (Atala Oil),Crude Oil,0.0
APRIL,AJAPA (Atala Oil),Crude Oil,0.0
MAY,AJAPA (Atala Oil),Crude Oil,0.0
JUNE,AJAPA (Atala Oil),Crude Oil,0.0
JULY,AJAPA (Atala Oil),Crude Oil,0.0
AUGUST,AJAPA (Atala Oil),Crude Oil,0.0
SEPTEMBER,AJAPA (Atala Oil),Crude Oil,0.0
OCTOBER,AJAPA (Atala Oil),Crude Oil,0.0
NOVEMBER,AJAPA (Atala Oil),Crude Oil,0.0
DECEMBER,AJAPA (Atala Oil),Crude Oil,0.0
JANUARY,ANAMBRA BASIN,Crude Oil,0.0
FEBRUARY,ANAMBRA BASIN,Crude Oil,0.0
MARCH,ANAMBRA BASIN,Crude Oil,0.0
APRIL,ANAMBRA BASIN,Crude Oil,0.0
MAY,ANAMBRA BASIN,Crude Oil,0.0
JUNE,ANAMBRA BASIN,Crude Oil,0.0
JULY,ANAMBRA BASIN,Crude Oil,0.0
AUGUST,ANAMBRA BASIN,Crude Oil,0.0
SEPTEMBER,ANAMBRA BASIN,Crude Oil,0.0
OCTOBER,ANAMBRA BASIN,Crude Oil,0.0
NOVEMBER,ANAMBRA BASIN,Crude Oil,0.0
DECEMBER,ANAMBRA BASIN,Crude Oil,0.0
JANUARY,BONGA,Crude Oil,3460075.0
FEBRUARY,BONGA,Crude Oil,2860638.0
MARCH,BONGA,Crude Oil,2283067.0
APRIL,BONGA,Crude Oil,2874241.0
MAY,BONGA,Crude Oil,2942847.0
JUNE,BONGA,Crude Oil,3144461.0
JULY,BONGA,Crude Oil,2822521.0
AUGUST,BONGA,Crude Oil,3134311.0
SEPTEMBER,BONGA,Crude Oil,3192789.0
OCTOBER,BONGA,Crude Oil,1892443.0
NOVEMBER,BONGA,Crude Oil,2129021.0
DECEMBER,BONGA,Crude Oil,3185084.0
JANUARY,ERHA,Crude Oil,2284286.0
FEBRUARY,ERHA,Crude Oil,1790989.0
MARCH,ERHA,Crude Oil,2248717.0
APRIL,ERHA,Crude Oil,2067653.0
MAY,ERHA,Crude Oil,1304272.0
JUNE,ERHA,Crude Oil,2085380.0
JULY,ERHA,Crude Oil,2123907.0
AUGUST,ERHA,Crude Oil,1979774.0
SEPTEMBER,ERHA,Crude Oil,1662039.0
OCTOBER,ERHA,Crude Oil,1691244.0
NOVEMBER,ERHA,Crude Oil,1629536.0
DECEMBER,ERHA,Crude Oil,1104619.0
JANUARY,USAN,Crude Oil,1412828.0
FEBRUARY,USAN,Crude Oil,1381765.0
MARCH,USAN,Crude Oil,1528752.0
APRIL,USAN,Crude Oil,1277035.0
MAY,USAN,Crude Oil,1363408.0
JUNE,USAN,Crude Oil,1373597.0
JULY,USAN,Crude Oil,1426818.0
AUGUST,USAN,Crude Oil,1420202.0
SEPTEMBER,USAN,Crude Oil,1274147.0
OCTOBER,USAN,Crude Oil,1389980.0
NOVEMBER,USAN,Crude Oil,1278751.0
DECEMBER,USAN,Crude Oil,1310369.0
JANUARY,EGINA,Crude Oil,4677790.0
FEBRUARY,EGINA,Crude Oil,4136408.0
MARCH,EGINA,Crude Oil,4503669.0
APRIL,EGINA,Crude Oil,4242795.0
MAY,EGINA,Crude Oil,4445631.0
JUNE,EGINA,Crude Oil,4116791.0
JULY,EGINA,Crude Oil,3875580.0
AUGUST,EGINA,Crude Oil,3484854.0
SEPTEMBER,EGINA,Crude Oil,3316063.0
OCTOBER,EGINA,Crude Oil,3440320.0
NOVEMBER,EGINA,Crude Oil,3406573.0
DECEMBER,EGINA,Crude Oil,3380045.0
JANUARY,OYO,Crude Oil,0.0
FEBRUARY,OYO,Crude Oil,0.0
MARCH,OYO,Crude Oil,0.0
APRIL,OYO,Crude Oil,0.0
MAY,OYO,Crude Oil,0.0
JUNE,OYO,Crude Oil,0.0
JULY,OYO,Crude Oil,0.0
AUGUST,OYO,Crude Oil,0.0
SEPTEMBER,OYO,Crude Oil,0.0
OCTOBER,OYO,Crude Oil,0.0
NOVEMBER,OYO,Crude Oil,0.0
DECEMBER,OYO,Crude Oil,0.0
JANUARY,ABO,Crude Oil,433685.0
FEBRUARY,ABO,Crude Oil,450037.0
MARCH,ABO,Crude Oil,457698.0
APRIL,ABO,Crude Oil,304459.0
MAY,ABO,Crude Oil,478996.0
JUNE,ABO,Crude Oil,425539.0
JULY,ABO,Crude Oil,435458.0
AUGUST,ABO,Crude Oil,439667.0
SEPTEMBER,ABO,Crude Oil,424106.0
OCTOBER,ABO,Crude Oil,426786.0
NOVEMBER,ABO,Crude Oil,350193.0
DECEMBER,ABO,Crude Oil,355435.0
JANUARY,PENNINGTON,Crude Oil,580959.0
FEBRUARY,PENNINGTON,Crude Oil,549454.0
MARCH,PENNINGTON,Crude Oil,482335.0
APRIL,PENNINGTON,Crude Oil,632780.0
MAY,PENNINGTON,Crude Oil,516464.0
JUNE,PENNINGTON,Crude Oil,580687.0
JULY,PENNINGTON,Crude Oil,436456.0
AUGUST,PENNINGTON,Crude Oil,495796.0
SEPTEMBER,PENNINGTON,Crude Oil,464599.0
OCTOBER,PENNINGTON,Crude Oil,511119.0
NOVEMBER,PENNINGTON,Crude Oil,335177.0
DECEMBER,PENNINGTON,Crude Oil,509560.0
JANUARY,UKPOKITI,Crude Oil,0.0
FEBRUARY,UKPOKITI,Crude Oil,0.0
MARCH,UKPOKITI,Crude Oil,0.0
APRIL,UKPOKITI,Crude Oil,0.0
MAY,UKPOKITI,Crude Oil,0.0
JUNE,UKPOKITI,Crude Oil,0.0
JULY,UKPOKITI,Crude Oil,0.0
AUGUST,UKPOKITI,Crude Oil,0.0
SEPTEMBER,UKPOKITI,Crude Oil,0.0
OCTOBER,UKPOKITI,Crude Oil,0.0
NOVEMBER,UKPOKITI,Crude Oil,0.0
DECEMBER,UKPOKITI,Crude Oil,0.0
JANUARY,UGO OCHA (JONES CREEK),Crude Oil,690686.0
FEBRUARY,UGO OCHA (JONES CREEK),Crude Oil,389191.0
MARCH,UGO OCHA (JONES CREEK),Crude Oil,363870.0
APRIL,UGO OCHA (JONES CREEK),Crude Oil,175435.0
MAY,UGO OCHA (JONES CREEK),Crude Oil,408271.0
JUNE,UGO OCHA (JONES CREEK),Crude Oil,728115.0
JULY,UGO OCHA (JONES CREEK),Crude Oil,730011.0
AUGUST,UGO OCHA (JONES CREEK),Crude Oil,799696.0
SEPTEMBER,UGO OCHA (JONES CREEK),Crude Oil,540801.0
OCTOBER,UGO OCHA (JONES CREEK),Crude Oil,22277.0
NOVEMBER,UGO OCHA (JONES CREEK),Crude Oil,619431.0
DECEMBER,UGO OCHA (JONES CREEK),Crude Oil,780305.0
JANUARY,SEA EAGLE (EA),Crude Oil,801660.0
FEBRUARY,SEA EAGLE (EA),Crude Oil,698443.0
MARCH,SEA EAGLE (EA),Crude Oil,791809.0
APRIL,SEA EAGLE (EA),Crude Oil,790789.0
MAY,SEA EAGLE (EA),Crude Oil,815061.0
JUNE,SEA EAGLE (EA),Crude Oil,751642.0
JULY,SEA EAGLE (EA),Crude Oil,688541.0
AUGUST,SEA EAGLE (EA),Crude Oil,577064.0
SEPTEMBER,SEA EAGLE (EA),Crude Oil,764055.0
OCTOBER,SEA EAGLE (EA),Crude Oil,669899.0
NOVEMBER,SEA EAGLE (EA),Crude Oil,703513.0
DECEMBER,SEA EAGLE (EA),Crude Oil,684525.0
JANUARY,ANYALA MADU (CJ Blend),Crude Oil,1293203.0
FEBRUARY,ANYALA MADU (CJ Blend),Crude Oil,1184526.0
MARCH,ANYALA MADU (CJ Blend),Crude Oil,1348674.0
APRIL,ANYALA MADU (CJ Blend),Crude Oil,1215099.0
MAY,ANYALA MADU (CJ Blend),Crude Oil,1348109.0
JUNE,ANYALA MADU (CJ Blend),Crude Oil,1306317.0
JULY,ANYALA MADU (CJ Blend),Crude Oil,1284636.0
AUGUST,ANYALA MADU (CJ Blend),Crude Oil,1227764.0
SEPTEMBER,ANYALA MADU (CJ Blend),Crude Oil,1286366.0
OCTOBER,ANYALA MADU (CJ Blend),Crude Oil,1304739.0
NOVEMBER,ANYALA MADU (CJ Blend),Crude Oil,1248715.0
DECEMBER,ANYALA MADU (CJ Blend),Crude Oil,1368479.0
JANUARY,AGBAMI,Condensate,3595872.0
FEBRUARY,AGBAMI,Condensate,3082309.0
MARCH,AGBAMI,Condensate,3520828.0
APRIL,AGBAMI,Condensate,3310253.0
MAY,AGBAMI,Condensate,3267056.0
JUNE,AGBAMI,Condensate,3184361.0
JULY,AGBAMI,Condensate,3269444.0
AUGUST,AGBAMI,Condensate,3210045.0
SEPTEMBER,AGBAMI,Condensate,3074713.0
OCTOBER,AGBAMI,Condensate,3216220.0
NOVEMBER,AGBAMI,Condensate,3119822.0
DECEMBER,AGBAMI,Condensate,1205948.0
JANUARY,AKPO,Condensate,2639867.0
FEBRUARY,AKPO,Condensate,2094179.0
MARCH,AKPO,Condensate,2237711.0
APRIL,AKPO,Condensate,2354039.0
MAY,AKPO,Condensate,2510658.0
JUNE,AKPO,Condensate,2466647.0
JULY,AKPO,Condensate,2512634.0
AUGUST,AKPO,Condensate,2107037.0
SEPTEMBER,AKPO,Condensate,2117687.0
OCTOBER,AKPO,Condensate,2247362.0
NOVEMBER,AKPO,Condensate,2195415.0
DECEMBER,AKPO,Condensate,2476504.0
JANUARY,IMA,Condensate,0.0
FEBRUARY,IMA,Condensate,0.0
MARCH,IMA,Condensate,0.0
APRIL,IMA,Condensate,0.0
MAY,IMA,Condensate,0.0
JUNE,IMA,Condensate,0.0
JULY,IMA,Condensate,0.0
AUGUST,IMA,Condensate,0.0
SEPTEMBER,IMA,Condensate,0.0
OCTOBER,IMA,Condensate,0.0
NOVEMBER,IMA,Condensate,0.0
DECEMBER,IMA,Condensate,0.0
JANUARY,AJAPA,Condensate,21257.0
FEBRUARY,AJAPA,Condensate,30160.0
MARCH,AJAPA,Condensate,27715.0
APRIL,AJAPA,Condensate,29321.0
MAY,AJAPA,Condensate,0.0
JUNE,AJAPA,Condensate,0.0
JULY,AJAPA,Condensate,18042.0
AUGUST,AJAPA,Condensate,20300.0
SEPTEMBER,AJAPA,Condensate,17176.0
OCTOBER,AJAPA,Condensate,21842.0
NOVEMBER,AJAPA,Condensate,16060.0
DECEMBER,AJAPA,Condensate,20979.0
JANUARY,TULJA - OKWUIBOME,Condensate,211199.0
FEBRUARY,TULJA - OKWUIBOME,Condensate,156513.0
MARCH,TULJA - OKWUIBOME,Condensate,242382.0
APRIL,TULJA - OKWUIBOME,Condensate,297682.0
MAY,TULJA - OKWUIBOME,Condensate,299725.0
JUNE,TULJA - OKWUIBOME,Condensate,302190.0
JULY,TULJA - OKWUIBOME,Condensate,289497.0
AUGUST,TULJA - OKWUIBOME,Condensate,306233.0
SEPTEMBER,TULJA - OKWUIBOME,Condensate,303449.0
OCTOBER,TULJA - OKWUIBOME,Condensate,331877.0
NOVEMBER,TULJA - OKWUIBOME,Condensate,302665.0
DECEMBER,TULJA - OKWUIBOME,Condensate,338975.0
