month,terminal,liquid_type,volume_bbls
FEBRUARY,AJE,Crude Oil,0.0
MARCH,AJE,Crude Oil,0.0
APRIL,AJE,Crude Oil,0.0
MAY,AJE,Crude Oil,0.0
JUNE,AJE,Crude Oil,0.0
JULY,AJE,Crude Oil,0.0
AUGUST,AJE,Crude Oil,0.0
SEPTEMBER,AJE,Crude Oil,0.0
OCTOBER,AJE,Crude Oil,0.0
NOVEMBER,AJE,Crude Oil,0.0
DECEMBER,AJE,Crude Oil,0.0
JANUARY,AJE,Condensate,0.0
FEBRUARY,AJE,Condensate,0.0
MARCH,AJE,Condensate,0.0
APRIL,AJE,Condensate,0.0
MAY,AJE,Condensate,0.0
JUNE,AJE,Condensate,0.0
JULY,AJE,Condensate,0.0
AUGUST,AJE,Condensate,0.0
SEPTEMBER,AJE,Condensate,0.0
OCTOBER,AJE,Condensate,0.0
NOVEMBER,AJE,Condensate,0.0
DECEMBER,AJE,Condensate,0.0
JANUARY,OKORO (Ex Ima Terminal),Crude Oil,203761.0
FEBRUARY,OKORO (Ex Ima Terminal),Crude Oil,190965.0
MARCH,OKORO (Ex Ima Terminal),Crude Oil,201924.0
APRIL,OKORO (Ex Ima Terminal),Crude Oil,182645.0
MAY,OKORO (Ex Ima Terminal),Crude Oil,188990.0
JUNE,OKORO (Ex Ima Terminal),Crude Oil,167626.0
JULY,OKORO (Ex Ima Terminal),Crude Oil,181758.0
AUGUST,OKORO (Ex Ima Terminal),Crude Oil,173385.0
SEPTEMBER,OKORO (Ex Ima Terminal),Crude Oil,167614.0
OCTOBER,OKORO (Ex Ima Terminal),Crude Oil,177386.0
NOVEMBER,OKORO (Ex Ima Terminal),Crude Oil,172483.0
DECEMBER,OKORO (Ex Ima Terminal),Crude Oil,173580.0
JANUARY,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
FEBRUARY,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
MARCH,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
APRIL,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
MAY,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
JUNE,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
JULY,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
AUGUST,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
SEPTEMBER,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
OCTOBER,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
NOVEMBER,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
DECEMBER,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
JANUARY,OTAKPIPO (Ex Ima Terminal),Crude Oil,278843.0
FEBRUARY,OTAKPIPO (Ex Ima Terminal),Crude Oil,217705.0
MARCH,OTAKPIPO (Ex Ima Terminal),Crude Oil,242882.0
APRIL,OTAKPIPO (Ex Ima Terminal),Crude Oil,270168.0
MAY,OTAKPIPO (Ex Ima Terminal),Crude Oil,306424.0
JUNE,OTAKPIPO (Ex Ima Terminal),Crude Oil,270141.0
JULY,OTAKPIPO (Ex Ima Terminal),Crude Oil,266605.0
AUGUST,OTAKPIPO (Ex Ima Terminal),Crude Oil,197152.0
SEPTEMBER,OTAKPIPO (Ex Ima Terminal),Crude Oil,195878.0
OCTOBER,OTAKPIPO (Ex Ima Terminal),Crude Oil,169735.0
NOVEMBER,OTAKPIPO (Ex Ima Terminal),Crude Oil,127545.0
DECEMBER,OTAKPIPO (Ex Ima Terminal),Crude Oil,186192.0
JANUARY,ANTAN,Crude Oil,348555.0
FEBRUARY,ANTAN,Crude Oil,339797.0
MARCH,ANTAN,Crude Oil,351219.0
APRIL,ANTAN,Crude Oil,316850.0
MAY,ANTAN,Crude Oil,347468.0
JUNE,ANTAN,Crude Oil,338999.0
JULY,ANTAN,Crude Oil,326256.0
AUGUST,ANTAN,Crude Oil,301796.0
SEPTEMBER,ANTAN,Crude Oil,282378.0
OCTOBER,ANTAN,Crude Oil,322482.0
NOVEMBER,ANTAN,Crude Oil,262803.0
DECEMBER,ANTAN,Crude Oil,317201.0
JANUARY,OKONO,Crude Oil,236705.0
FEBRUARY,OKONO,Crude Oil,0.0
MARCH,OKONO,Crude Oil,6445.0
APRIL,OKONO,Crude Oil,0.0
MAY,OKONO,Crude Oil,0.0
JUNE,OKONO,Crude Oil,195218.0
JULY,OKONO,Crude Oil,320167.0
AUGUST,OKONO,Crude Oil,278126.0
SEPTEMBER,OKONO,Crude Oil,192153.0
OCTOBER,OKONO,Crude Oil,347996.0
NOVEMBER,OKONO,Crude Oil,337559.0
DECEMBER,OKONO,Crude Oil,363195.0
JANUARY,YOHO,Crude Oil,763905.0
FEBRUARY,YOHO,Crude Oil,605028.0
MARCH,YOHO,Crude Oil,613540.0
APRIL,YOHO,Crude Oil,797326.0
MAY,YOHO,Crude Oil,875500.0
JUNE,YOHO,Crude Oil,718128.0
JULY,YOHO,Crude Oil,838774.0
AUGUST,YOHO,Crude Oil,774906.0
SEPTEMBER,YOHO,Crude Oil,612841.0
OCTOBER,YOHO,Crude Oil,895104.0
NOVEMBER,YOHO,Crude Oil,835791.0
DECEMBER,YOHO,Crude Oil,816215.0
JANUARY,OKWORI,Crude Oil,126381.0
FEBRUARY,OKWORI,Crude Oil,97407.0
MARCH,OKWORI,Crude Oil,113685.0
APRIL,OKWORI,Crude Oil,122713.0
MAY,OKWORI,Crude Oil,97727.0
JUNE,OKWORI,Crude Oil,92929.0
JULY,OKWORI,Crude Oil,60254.0
AUGUST,OKWORI,Crude Oil,81861.0
SEPTEMBER,OKWORI,Crude Oil,114101.0
OCTOBER,OKWORI,Crude Oil,122353.0
NOVEMBER,OKWORI,Crude Oil,120309.0
DECEMBER,OKWORI,Crude Oil,160111.0
JANUARY,EBOK,Crude Oil,360854.0
FEBRUARY,EBOK,Crude Oil,313325.0
MARCH,EBOK,Crude Oil,373269.0
APRIL,EBOK,Crude Oil,256863.0
MAY,EBOK,Crude Oil,346614.0
JUNE,EBOK,Crude Oil,306143.0
JULY,EBOK,Crude Oil,362670.0
AUGUST,EBOK,Crude Oil,310976.0
SEPTEMBER,EBOK,Crude Oil,288735.0
OCTOBER,EBOK,Crude Oil,328394.0
NOVEMBER,EBOK,Crude Oil,287304.0
DECEMBER,EBOK,Crude Oil,323281.0
JANUARY,AJAPA,Crude Oil,26881.3
FEBRUARY,AJAPA,Crude Oil,30343.0
MARCH,AJAPA,Crude Oil,27604.1
APRIL,AJAPA,Crude Oil,24354.6
MAY,AJAPA,Crude Oil,22892.6
JUNE,AJAPA,Crude Oil,16279.5
JULY,AJAPA,Crude Oil,38128.1
AUGUST,AJAPA,Crude Oil,64920.7
SEPTEMBER,AJAPA,Crude Oil,45252.0
OCTOBER,AJAPA,Crude Oil,49958.0
NOVEMBER,AJAPA,Crude Oil,58846.0
DECEMBER,AJAPA,Crude Oil,52704.0
JANUARY,ANAMBRA BASIN,Crude Oil,0.0
FEBRUARY,ANAMBRA BASIN,Crude Oil,0.0
MARCH,ANAMBRA BASIN,Crude Oil,0.0
APRIL,ANAMBRA BASIN,Crude Oil,0.0
MAY,ANAMBRA BASIN,Crude Oil,0.0
JUNE,ANAMBRA BASIN,Crude Oil,0.0
JULY,ANAMBRA BASIN,Crude Oil,0.0
AUGUST,ANAMBRA BASIN,Crude Oil,0.0
SEPTEMBER,ANAMBRA BASIN,Crude Oil,0.0
OCTOBER,ANAMBRA BASIN,Crude Oil,0.0
NOVEMBER,ANAMBRA BASIN,Crude Oil,0.0
DECEMBER,ANAMBRA BASIN,Crude Oil,0.0
JANUARY,BONGA,Crude Oil,3748506.0
FEBRUARY,BONGA,Crude Oil,3599339.0
MARCH,BONGA,Crude Oil,2956265.0
APRIL,BONGA,Crude Oil,3555910.0
MAY,BONGA,Crude Oil,3790062.0
JUNE,BONGA,Crude Oil,3395007.0
JULY,BONGA,Crude Oil,3892206.0
AUGUST,BONGA,Crude Oil,3917328.0
SEPTEMBER,BONGA,Crude Oil,3665508.0
OCTOBER,BONGA,Crude Oil,3848886.0
NOVEMBER,BONGA,Crude Oil,4063082.0
DECEMBER,BONGA,Crude Oil,4538017.0
JANUARY,ERHA,Crude Oil,2377755.0
FEBRUARY,ERHA,Crude Oil,2074748.0
MARCH,ERHA,Crude Oil,1964255.0
APRIL,ERHA,Crude Oil,2007966.0
MAY,ERHA,Crude Oil,2195944.0
JUNE,ERHA,Crude Oil,2106139.0
JULY,ERHA,Crude Oil,1825644.0
AUGUST,ERHA,Crude Oil,2007406.0
SEPTEMBER,ERHA,Crude Oil,1868247.0
OCTOBER,ERHA,Crude Oil,2284480.0
NOVEMBER,ERHA,Crude Oil,1900169.0
DECEMBER,ERHA,Crude Oil,1686459.0
JANUARY,USAN,Crude Oil,1194927.0
FEBRUARY,USAN,Crude Oil,953323.0
MARCH,USAN,Crude Oil,801207.0
APRIL,USAN,Crude Oil,710433.0
MAY,USAN,Crude Oil,730909.0
JUNE,USAN,Crude Oil,655874.0
JULY,USAN,Crude Oil,700446.0
AUGUST,USAN,Crude Oil,688354.0
SEPTEMBER,USAN,Crude Oil,618230.0
OCTOBER,USAN,Crude Oil,662568.0
NOVEMBER,USAN,Crude Oil,608208.0
DECEMBER,USAN,Crude Oil,1151063.0
JANUARY,EGINA,Crude Oil,2881704.0
FEBRUARY,EGINA,Crude Oil,2610000.0
MARCH,EGINA,Crude Oil,2727454.0
APRIL,EGINA,Crude Oil,2621045.0
MAY,EGINA,Crude Oil,2500871.0
JUNE,EGINA,Crude Oil,2450116.0
JULY,EGINA,Crude Oil,2421372.0
AUGUST,EGINA,Crude Oil,2313456.0
SEPTEMBER,EGINA,Crude Oil,2267660.0
OCTOBER,EGINA,Crude Oil,2264742.0
NOVEMBER,EGINA,Crude Oil,2182648.0
DECEMBER,EGINA,Crude Oil,2202202.0
JANUARY,OYO,Crude Oil,40059.0
FEBRUARY,OYO,Crude Oil,36530.0
MARCH,OYO,Crude Oil,40236.0
APRIL,OYO,Crude Oil,36771.0
MAY,OYO,Crude Oil,43319.0
JUNE,OYO,Crude Oil,35748.0
JULY,OYO,Crude Oil,36316.0
AUGUST,OYO,Crude Oil,38331.0
SEPTEMBER,OYO,Crude Oil,37545.0
OCTOBER,OYO,Crude Oil,81646.0
NOVEMBER,OYO,Crude Oil,161059.0
DECEMBER,OYO,Crude Oil,330176.0
JANUARY,ABO,Crude Oil,343221.0
FEBRUARY,ABO,Crude Oil,308835.0
MARCH,ABO,Crude Oil,323697.0
APRIL,ABO,Crude Oil,310860.0
MAY,ABO,Crude Oil,311959.0
JUNE,ABO,Crude Oil,317353.0
JULY,ABO,Crude Oil,343329.0
AUGUST,ABO,Crude Oil,367287.0
SEPTEMBER,ABO,Crude Oil,360610.0
OCTOBER,ABO,Crude Oil,364682.0
NOVEMBER,ABO,Crude Oil,346187.0
DECEMBER,ABO,Crude Oil,372378.0
JANUARY,PENNINGTON,Crude Oil,377158.0
FEBRUARY,PENNINGTON,Crude Oil,360774.0
MARCH,PENNINGTON,Crude Oil,321875.0
APRIL,PENNINGTON,Crude Oil,530794.0
MAY,PENNINGTON,Crude Oil,353442.0
JUNE,PENNINGTON,Crude Oil,507062.0
JULY,PENNINGTON,Crude Oil,159850.0
AUGUST,PENNINGTON,Crude Oil,206828.0
SEPTEMBER,PENNINGTON,Crude Oil,233383.0
OCTOBER,PENNINGTON,Crude Oil,415343.0
NOVEMBER,PENNINGTON,Crude Oil,390161.0
DECEMBER,PENNINGTON,Crude Oil,183330.0
JANUARY,UKPOKITI,Crude Oil,0.0
FEBRUARY,UKPOKITI,Crude Oil,0.0
MARCH,UKPOKITI,Crude Oil,0.0
APRIL,UKPOKITI,Crude Oil,0.0
MAY,UKPOKITI,Crude Oil,0.0
JUNE,UKPOKITI,Crude Oil,0.0
JULY,UKPOKITI,Crude Oil,0.0
AUGUST,UKPOKITI,Crude Oil,0.0
SEPTEMBER,UKPOKITI,Crude Oil,0.0
OCTOBER,UKPOKITI,Crude Oil,0.0
NOVEMBER,UKPOKITI,Crude Oil,0.0
DECEMBER,UKPOKITI,Crude Oil,0.0
JANUARY,UGO OCHA (JONES CREEK),Crude Oil,467367.0
FEBRUARY,UGO OCHA (JONES CREEK),Crude Oil,533442.0
MARCH,UGO OCHA (JONES CREEK),Crude Oil,564986.0
APRIL,UGO OCHA (JONES CREEK),Crude Oil,464594.0
MAY,UGO OCHA (JONES CREEK),Crude Oil,621051.0
JUNE,UGO OCHA (JONES CREEK),Crude Oil,326791.0
JULY,UGO OCHA (JONES CREEK),Crude Oil,663563.0
AUGUST,UGO OCHA (JONES CREEK),Crude Oil,556608.0
SEPTEMBER,UGO OCHA (JONES CREEK),Crude Oil,257885.0
OCTOBER,UGO OCHA (JONES CREEK),Crude Oil,78216.0
NOVEMBER,UGO OCHA (JONES CREEK),Crude Oil,235179.0
DECEMBER,UGO OCHA (JONES CREEK),Crude Oil,548101.0
JANUARY,SEA EAGLE (EA),Crude Oil,395216.0
FEBRUARY,SEA EAGLE (EA),Crude Oil,4265.0
MARCH,SEA EAGLE (EA),Crude Oil,0.0
APRIL,SEA EAGLE (EA),Crude Oil,374352.0
MAY,SEA EAGLE (EA),Crude Oil,626868.0
JUNE,SEA EAGLE (EA),Crude Oil,632123.0
JULY,SEA EAGLE (EA),Crude Oil,510925.0
AUGUST,SEA EAGLE (EA),Crude Oil,621548.0
SEPTEMBER,SEA EAGLE (EA),Crude Oil,560093.0
OCTOBER,SEA EAGLE (EA),Crude Oil,613350.0
NOVEMBER,SEA EAGLE (EA),Crude Oil,559369.0
DECEMBER,SEA EAGLE (EA),Crude Oil,529276.0
JANUARY,ANYALA MADU (CJ Blend),Crude Oil,1146593.0
FEBRUARY,ANYALA MADU (CJ Blend),Crude Oil,1127530.0
MARCH,ANYALA MADU (CJ Blend),Crude Oil,1099253.0
APRIL,ANYALA MADU (CJ Blend),Crude Oil,1171240.0
MAY,ANYALA MADU (CJ Blend),Crude Oil,1535090.0
JUNE,ANYALA MADU (CJ Blend),Crude Oil,1185654.0
JULY,ANYALA MADU (CJ Blend),Crude Oil,1661520.0
AUGUST,ANYALA MADU (CJ Blend),Crude Oil,1619353.0
SEPTEMBER,ANYALA MADU (CJ Blend),Crude Oil,1683389.0
OCTOBER,ANYALA MADU (CJ Blend),Crude Oil,1678744.0
NOVEMBER,ANYALA MADU (CJ Blend),Crude Oil,1577589.0
DECEMBER,ANYALA MADU (CJ Blend),Crude Oil,1631554.0
JANUARY,NEMBE,Crude Oil,888760.0
FEBRUARY,NEMBE,Crude Oil,1085429.0
MARCH,NEMBE,Crude Oil,1061497.0
APRIL,NEMBE,Crude Oil,971471.0
MAY,NEMBE,Crude Oil,705177.0
JUNE,NEMBE,Crude Oil,836337.0
JULY,NEMBE,Crude Oil,928117.0
AUGUST,NEMBE,Crude Oil,842075.0
SEPTEMBER,NEMBE,Crude Oil,950502.0
OCTOBER,NEMBE,Crude Oil,1166013.0
NOVEMBER,NEMBE,Crude Oil,877561.0
DECEMBER,NEMBE,Crude Oil,958016.0
JANUARY,UTAPATE,Crude Oil,20403.0
FEBRUARY,UTAPATE,Crude Oil,20328.0
MARCH,UTAPATE,Crude Oil,21835.0
APRIL,UTAPATE,Crude Oil,17093.0
MAY,UTAPATE,Crude Oil,309434.0
JUNE,UTAPATE,Crude Oil,567302.0
JULY,UTAPATE,Crude Oil,754222.0
AUGUST,UTAPATE,Crude Oil,996070.0
SEPTEMBER,UTAPATE,Crude Oil,1153954.0
OCTOBER,UTAPATE,Crude Oil,1226067.0
NOVEMBER,UTAPATE,Crude Oil,1155235.0
DECEMBER,UTAPATE,Crude Oil,1220162.0
JANUARY,AGBAMI,Condensate,2939947.0
FEBRUARY,AGBAMI,Condensate,2842766.0
MARCH,AGBAMI,Condensate,3006372.0
APRIL,AGBAMI,Condensate,2798586.0
MAY,AGBAMI,Condensate,2644292.0
JUNE,AGBAMI,Condensate,2768326.0
JULY,AGBAMI,Condensate,2874292.0
AUGUST,AGBAMI,Condensate,2689634.0
SEPTEMBER,AGBAMI,Condensate,2757372.0
OCTOBER,AGBAMI,Condensate,2705924.0
NOVEMBER,AGBAMI,Condensate,2640895.0
DECEMBER,AGBAMI,Condensate,2116536.0
JANUARY,AKPO,Condensate,1664866.0
FEBRUARY,AKPO,Condensate,1530025.0
MARCH,AKPO,Condensate,1097985.0
APRIL,AKPO,Condensate,171015.0
MAY,AKPO,Condensate,1846476.0
JUNE,AKPO,Condensate,1883331.0
JULY,AKPO,Condensate,2072037.0
AUGUST,AKPO,Condensate,2101571.0
SEPTEMBER,AKPO,Condensate,1854178.0
OCTOBER,AKPO,Condensate,1977989.0
NOVEMBER,AKPO,Condensate,1820724.0
DECEMBER,AKPO,Condensate,1745986.0
JANUARY,IMA,Condensate,0.0
FEBRUARY,IMA,Condensate,0.0
MARCH,IMA,Condensate,0.0
APRIL,IMA,Condensate,0.0
MAY,IMA,Condensate,0.0
JUNE,IMA,Condensate,0.0
JULY,IMA,Condensate,0.0
AUGUST,IMA,Condensate,0.0
SEPTEMBER,IMA,Condensate,0.0
OCTOBER,IMA,Condensate,0.0
NOVEMBER,IMA,Condensate,0.0
DECEMBER,IMA,Condensate,0.0
JANUARY,AJAPA,Condensate,37662.0
FEBRUARY,AJAPA,Condensate,62243.0
MARCH,AJAPA,Condensate,40027.0
APRIL,AJAPA,Condensate,36854.0
MAY,AJAPA,Condensate,39753.0
JUNE,AJAPA,Condensate,24017.0
JULY,AJAPA,Condensate,18783.0
AUGUST,AJAPA,Condensate,0.0
SEPTEMBER,AJAPA,Condensate,0.0
OCTOBER,AJAPA,Condensate,0.0
NOVEMBER,AJAPA,Condensate,0.0
DECEMBER,AJAPA,Condensate,0.0
JANUARY,TULJA - OKWUIBOME,Condensate,284045.0
FEBRUARY,TULJA - OKWUIBOME,Condensate,264581.0
MARCH,TULJA - OKWUIBOME,Condensate,304064.0
APRIL,TULJA - OKWUIBOME,Condensate,299673.0
MAY,TULJA - OKWUIBOME,Condensate,308497.0
JUNE,TULJA - OKWUIBOME,Condensate,280251.0
JULY,TULJA - OKWUIBOME,Condensate,301720.0
AUGUST,TULJA - OKWUIBOME,Condensate,283275.0
SEPTEMBER,TULJA - OKWUIBOME,Condensate,255131.0
OCTOBER,TULJA - OKWUIBOME,Condensate,296237.0
