month,terminal,liquid_type,volume_bbls
MARCH,TULJA - OKWUIBOME,Condensate,0.0
APRIL,TULJA - OKWUIBOME,Condensate,0.0
MAY,TULJA - OKWUIBOME,Condensate,0.0
JUNE,TULJA - OKWUIBOME,Condensate,0.0
JULY,TULJA - OKWUIBOME,Condensate,0.0
AUGUST,TULJA - OKWUIBOME,Condensate,0.0
SEPTEMBER,TULJA - OKWUIBOME,Condensate,0.0
OCTOBER,TULJA - OKWUIBOME,Condensate,0.0
NOVEMBER,TULJA - OKWUIBOME,Condensate,0.0
DECEMBER,TULJA - OKWUIBOME,Condensate,0.0
JANUARY,AJE,Crude Oil,0.0
FEBRUARY,AJE,Crude Oil,0.0
MARCH,AJE,Crude Oil,0.0
APRIL,AJE,Crude Oil,0.0
MAY,AJE,Crude Oil,0.0
JUNE,AJE,Crude Oil,0.0
JULY,AJE,Crude Oil,0.0
AUGUST,AJE,Crude Oil,0.0
SEPTEMBER,AJE,Crude Oil,0.0
OCTOBER,AJE,Crude Oil,0.0
NOVEMBER,AJE,Crude Oil,0.0
DECEMBER,AJE,Crude Oil,0.0
JANUARY,AJE,Condensate,0.0
FEBRUARY,AJE,Condensate,0.0
MARCH,AJE,Condensate,0.0
APRIL,AJE,Condensate,0.0
MAY,AJE,Condensate,0.0
JUNE,AJE,Condensate,0.0
JULY,AJE,Condensate,0.0
AUGUST,AJE,Condensate,0.0
SEPTEMBER,AJE,Condensate,0.0
OCTOBER,AJE,Condensate,0.0
NOVEMBER,AJE,Condensate,0.0
DECEMBER,AJE,Condensate,0.0
JANUARY,OKORO (Ex Ima Terminal),Crude Oil,231688.0
FEBRUARY,OKORO (Ex Ima Terminal),Crude Oil,207778.0
MARCH,OKORO (Ex Ima Terminal),Crude Oil,226104.0
APRIL,OKORO (Ex Ima Terminal),Crude Oil,114590.0
MAY,OKORO (Ex Ima Terminal),Crude Oil,97946.0
JUNE,OKORO (Ex Ima Terminal),Crude Oil,219638.0
JULY,OKORO (Ex Ima Terminal),Crude Oil,221575.0
AUGUST,OKORO (Ex Ima Terminal),Crude Oil,107306.0
SEPTEMBER,OKORO (Ex Ima Terminal),Crude Oil,196648.0
OCTOBER,OKORO (Ex Ima Terminal),Crude Oil,209927.0
NOVEMBER,OKORO (Ex Ima Terminal),Crude Oil,176195.0
DECEMBER,OKORO (Ex Ima Terminal),Crude Oil,208838.0
JANUARY,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
FEBRUARY,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
MARCH,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
APRIL,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
MAY,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
JUNE,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
JULY,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
AUGUST,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
SEPTEMBER,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
OCTOBER,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
NOVEMBER,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
DECEMBER,ASARAMATORU (Ex Ima Terminal),Crude Oil,0.0
JANUARY,OTAKPIPO (Ex Ima Terminal),Crude Oil,312128.0
FEBRUARY,OTAKPIPO (Ex Ima Terminal),Crude Oil,287256.0
MARCH,OTAKPIPO (Ex Ima Terminal),Crude Oil,313478.0
APRIL,OTAKPIPO (Ex Ima Terminal),Crude Oil,216278.0
MAY,OTAKPIPO (Ex Ima Terminal),Crude Oil,281693.0
JUNE,OTAKPIPO (Ex Ima Terminal),Crude Oil,252372.0
JULY,OTAKPIPO (Ex Ima Terminal),Crude Oil,187811.0
AUGUST,OTAKPIPO (Ex Ima Terminal),Crude Oil,234595.0
SEPTEMBER,OTAKPIPO (Ex Ima Terminal),Crude Oil,358394.0
OCTOBER,OTAKPIPO (Ex Ima Terminal),Crude Oil,363887.0
NOVEMBER,OTAKPIPO (Ex Ima Terminal),Crude Oil,352169.0
DECEMBER,OTAKPIPO (Ex Ima Terminal),Crude Oil,291072.0
JANUARY,ANTAN,Crude Oil,482616.0
FEBRUARY,ANTAN,Crude Oil,398682.0
MARCH,ANTAN,Crude Oil,411086.0
APRIL,ANTAN,Crude Oil,347931.0
MAY,ANTAN,Crude Oil,308290.0
JUNE,ANTAN,Crude Oil,355514.0
JULY,ANTAN,Crude Oil,330159.0
AUGUST,ANTAN,Crude Oil,372308.0
SEPTEMBER,ANTAN,Crude Oil,337485.0
OCTOBER,ANTAN,Crude Oil,381480.0
NOVEMBER,ANTAN,Crude Oil,399567.0
DECEMBER,ANTAN,Crude Oil,390440.0
JANUARY,OKONO,Crude Oil,290646.0
FEBRUARY,OKONO,Crude Oil,264920.0
MARCH,OKONO,Crude Oil,292980.0
APRIL,OKONO,Crude Oil,259447.0
MAY,OKONO,Crude Oil,270763.0
JUNE,OKONO,Crude Oil,260542.0
JULY,OKONO,Crude Oil,269936.0
AUGUST,OKONO,Crude Oil,291288.0
SEPTEMBER,OKONO,Crude Oil,243220.0
OCTOBER,OKONO,Crude Oil,284648.0
NOVEMBER,OKONO,Crude Oil,226628.0
DECEMBER,OKONO,Crude Oil,289111.0
JANUARY,YOHO,Crude Oil,1058445.0
FEBRUARY,YOHO,Crude Oil,705750.0
MARCH,YOHO,Crude Oil,1043672.0
APRIL,YOHO,Crude Oil,570671.0
MAY,YOHO,Crude Oil,1190599.0
JUNE,YOHO,Crude Oil,965279.0
JULY,YOHO,Crude Oil,957366.0
AUGUST,YOHO,Crude Oil,901163.0
SEPTEMBER,YOHO,Crude Oil,926264.0
OCTOBER,YOHO,Crude Oil,838206.0
NOVEMBER,YOHO,Crude Oil,764780.0
DECEMBER,YOHO,Crude Oil,817178.0
JANUARY,OKWORI,Crude Oil,29491.0
FEBRUARY,OKWORI,Crude Oil,10246.0
MARCH,OKWORI,Crude Oil,91193.0
APRIL,OKWORI,Crude Oil,95511.0
MAY,OKWORI,Crude Oil,26065.0
JUNE,OKWORI,Crude Oil,0.0
JULY,OKWORI,Crude Oil,7716.0
AUGUST,OKWORI,Crude Oil,114983.0
SEPTEMBER,OKWORI,Crude Oil,110860.0
OCTOBER,OKWORI,Crude Oil,154163.0
NOVEMBER,OKWORI,Crude Oil,117962.0
DECEMBER,OKWORI,Crude Oil,121783.0
JANUARY,EBOK,Crude Oil,305617.0
FEBRUARY,EBOK,Crude Oil,261598.0
MARCH,EBOK,Crude Oil,289204.0
APRIL,EBOK,Crude Oil,209017.0
MAY,EBOK,Crude Oil,292661.0
JUNE,EBOK,Crude Oil,270584.0
JULY,EBOK,Crude Oil,329558.0
AUGUST,EBOK,Crude Oil,362944.0
SEPTEMBER,EBOK,Crude Oil,328010.0
OCTOBER,EBOK,Crude Oil,337921.0
NOVEMBER,EBOK,Crude Oil,330161.0
DECEMBER,EBOK,Crude Oil,337241.0
JANUARY,AJAPA (Atala Oil),Crude Oil,54001.0
FEBRUARY,AJAPA (Atala Oil),Crude Oil,31949.0
MARCH,AJAPA (Atala Oil),Crude Oil,120194.0
APRIL,AJAPA (Atala Oil),Crude Oil,39362.0
MAY,AJAPA (Atala Oil),Crude Oil,28818.0
JUNE,AJAPA (Atala Oil),Crude Oil,21688.0
JULY,AJAPA (Atala Oil),Crude Oil,0.0
AUGUST,AJAPA (Atala Oil),Crude Oil,40500.0
SEPTEMBER,AJAPA (Atala Oil),Crude Oil,0.0
OCTOBER,AJAPA (Atala Oil),Crude Oil,0.0
NOVEMBER,AJAPA (Atala Oil),Crude Oil,0.0
DECEMBER,AJAPA (Atala Oil),Crude Oil,7536.0
JANUARY,ANAMBRA BASIN,Crude Oil,0.0
FEBRUARY,ANAMBRA BASIN,Crude Oil,0.0
MARCH,ANAMBRA BASIN,Crude Oil,0.0
APRIL,ANAMBRA BASIN,Crude Oil,0.0
MAY,ANAMBRA BASIN,Crude Oil,0.0
JUNE,ANAMBRA BASIN,Crude Oil,0.0
JULY,ANAMBRA BASIN,Crude Oil,0.0
AUGUST,ANAMBRA BASIN,Crude Oil,0.0
SEPTEMBER,ANAMBRA BASIN,Crude Oil,0.0
OCTOBER,ANAMBRA BASIN,Crude Oil,0.0
NOVEMBER,ANAMBRA BASIN,Crude Oil,0.0
DECEMBER,ANAMBRA BASIN,Crude Oil,0.0
JANUARY,BONGA,Crude Oil,3480675.0
FEBRUARY,BONGA,Crude Oil,3284419.0
MARCH,BONGA,Crude Oil,3828101.0
APRIL,BONGA,Crude Oil,3716684.0
MAY,BONGA,Crude Oil,3973141.0
JUNE,BONGA,Crude Oil,3776535.0
JULY,BONGA,Crude Oil,3871574.0
AUGUST,BONGA,Crude Oil,3955502.0
SEPTEMBER,BONGA,Crude Oil,3613655.0
OCTOBER,BONGA,Crude Oil,4297092.0
NOVEMBER,BONGA,Crude Oil,3816297.0
DECEMBER,BONGA,Crude Oil,3934577.0
JANUARY,ERHA,Crude Oil,2139371.0
FEBRUARY,ERHA,Crude Oil,1835866.0
MARCH,ERHA,Crude Oil,2372244.0
APRIL,ERHA,Crude Oil,1042818.0
MAY,ERHA,Crude Oil,2305702.0
JUNE,ERHA,Crude Oil,2298165.0
JULY,ERHA,Crude Oil,1875209.0
AUGUST,ERHA,Crude Oil,1967155.0
SEPTEMBER,ERHA,Crude Oil,2415226.0
OCTOBER,ERHA,Crude Oil,2401610.0
NOVEMBER,ERHA,Crude Oil,1507788.0
DECEMBER,ERHA,Crude Oil,1285529.0
JANUARY,USAN,Crude Oil,1259290.0
FEBRUARY,USAN,Crude Oil,1114211.0
MARCH,USAN,Crude Oil,1228176.0
APRIL,USAN,Crude Oil,747823.0
MAY,USAN,Crude Oil,147550.0
JUNE,USAN,Crude Oil,812378.0
JULY,USAN,Crude Oil,916284.0
AUGUST,USAN,Crude Oil,748200.0
SEPTEMBER,USAN,Crude Oil,1192579.0
OCTOBER,USAN,Crude Oil,1564648.0
NOVEMBER,USAN,Crude Oil,1549061.0
DECEMBER,USAN,Crude Oil,1126264.0
JANUARY,EGINA,Crude Oil,3230325.0
FEBRUARY,EGINA,Crude Oil,2771429.0
MARCH,EGINA,Crude Oil,3041482.0
APRIL,EGINA,Crude Oil,2737981.0
MAY,EGINA,Crude Oil,2682264.0
JUNE,EGINA,Crude Oil,2777366.0
JULY,EGINA,Crude Oil,2959962.0
AUGUST,EGINA,Crude Oil,2934081.0
SEPTEMBER,EGINA,Crude Oil,2795063.0
OCTOBER,EGINA,Crude Oil,2866010.0
NOVEMBER,EGINA,Crude Oil,2321635.0
DECEMBER,EGINA,Crude Oil,2816597.0
JANUARY,OYO,Crude Oil,0.0
FEBRUARY,OYO,Crude Oil,0.0
MARCH,OYO,Crude Oil,0.0
APRIL,OYO,Crude Oil,0.0
MAY,OYO,Crude Oil,0.0
JUNE,OYO,Crude Oil,0.0
JULY,OYO,Crude Oil,41841.0
AUGUST,OYO,Crude Oil,0.0
SEPTEMBER,OYO,Crude Oil,39261.0
OCTOBER,OYO,Crude Oil,36552.0
NOVEMBER,OYO,Crude Oil,39184.0
DECEMBER,OYO,Crude Oil,37783.0
JANUARY,ABO,Crude Oil,348350.0
FEBRUARY,ABO,Crude Oil,309841.0
MARCH,ABO,Crude Oil,336081.0
APRIL,ABO,Crude Oil,77798.0
MAY,ABO,Crude Oil,0.0
JUNE,ABO,Crude Oil,0.0
JULY,ABO,Crude Oil,7.0
AUGUST,ABO,Crude Oil,76092.0
SEPTEMBER,ABO,Crude Oil,421191.0
OCTOBER,ABO,Crude Oil,318356.0
NOVEMBER,ABO,Crude Oil,350248.0
DECEMBER,ABO,Crude Oil,364336.0
JANUARY,PENNINGTON,Crude Oil,341603.0
FEBRUARY,PENNINGTON,Crude Oil,431015.0
MARCH,PENNINGTON,Crude Oil,462380.0
APRIL,PENNINGTON,Crude Oil,448673.0
MAY,PENNINGTON,Crude Oil,461983.0
JUNE,PENNINGTON,Crude Oil,305838.0
JULY,PENNINGTON,Crude Oil,333219.0
AUGUST,PENNINGTON,Crude Oil,386403.0
SEPTEMBER,PENNINGTON,Crude Oil,4916.0
OCTOBER,PENNINGTON,Crude Oil,0.0
NOVEMBER,PENNINGTON,Crude Oil,0.0
DECEMBER,PENNINGTON,Crude Oil,302450.0
JANUARY,UKPOKITI,Crude Oil,0.0
FEBRUARY,UKPOKITI,Crude Oil,0.0
MARCH,UKPOKITI,Crude Oil,0.0
APRIL,UKPOKITI,Crude Oil,0.0
MAY,UKPOKITI,Crude Oil,0.0
JUNE,UKPOKITI,Crude Oil,0.0
JULY,UKPOKITI,Crude Oil,0.0
AUGUST,UKPOKITI,Crude Oil,0.0
SEPTEMBER,UKPOKITI,Crude Oil,0.0
OCTOBER,UKPOKITI,Crude Oil,0.0
NOVEMBER,UKPOKITI,Crude Oil,0.0
DECEMBER,UKPOKITI,Crude Oil,0.0
JANUARY,UGO OCHA (JONES CREEK),Crude Oil,599676.0
FEBRUARY,UGO OCHA (JONES CREEK),Crude Oil,711966.0
MARCH,UGO OCHA (JONES CREEK),Crude Oil,638087.0
APRIL,UGO OCHA (JONES CREEK),Crude Oil,44733.0
MAY,UGO OCHA (JONES CREEK),Crude Oil,0.0
JUNE,UGO OCHA (JONES CREEK),Crude Oil,262718.0
JULY,UGO OCHA (JONES CREEK),Crude Oil,624645.0
AUGUST,UGO OCHA (JONES CREEK),Crude Oil,295349.0
SEPTEMBER,UGO OCHA (JONES CREEK),Crude Oil,183495.0
OCTOBER,UGO OCHA (JONES CREEK),Crude Oil,307280.0
NOVEMBER,UGO OCHA (JONES CREEK),Crude Oil,267634.0
DECEMBER,UGO OCHA (JONES CREEK),Crude Oil,339381.0
JANUARY,SEA EAGLE (EA),Crude Oil,727560.0
FEBRUARY,SEA EAGLE (EA),Crude Oil,560700.0
MARCH,SEA EAGLE (EA),Crude Oil,637897.0
APRIL,SEA EAGLE (EA),Crude Oil,347838.0
MAY,SEA EAGLE (EA),Crude Oil,598534.0
JUNE,SEA EAGLE (EA),Crude Oil,613142.0
JULY,SEA EAGLE (EA),Crude Oil,561889.0
AUGUST,SEA EAGLE (EA),Crude Oil,442167.0
SEPTEMBER,SEA EAGLE (EA),Crude Oil,470002.0
OCTOBER,SEA EAGLE (EA),Crude Oil,565360.0
NOVEMBER,SEA EAGLE (EA),Crude Oil,533245.0
DECEMBER,SEA EAGLE (EA),Crude Oil,267662.0
JANUARY,ANYALA MADU (CJ Blend),Crude Oil,1345599.0
FEBRUARY,ANYALA MADU (CJ Blend),Crude Oil,1244335.0
MARCH,ANYALA MADU (CJ Blend),Crude Oil,1383043.0
APRIL,ANYALA MADU (CJ Blend),Crude Oil,1066505.0
MAY,ANYALA MADU (CJ Blend),Crude Oil,925650.0
JUNE,ANYALA MADU (CJ Blend),Crude Oil,1301599.0
JULY,ANYALA MADU (CJ Blend),Crude Oil,1381639.0
AUGUST,ANYALA MADU (CJ Blend),Crude Oil,1364711.0
SEPTEMBER,ANYALA MADU (CJ Blend),Crude Oil,1331405.0
OCTOBER,ANYALA MADU (CJ Blend),Crude Oil,1326431.0
NOVEMBER,ANYALA MADU (CJ Blend),Crude Oil,1259492.0
DECEMBER,ANYALA MADU (CJ Blend),Crude Oil,1209893.0
JANUARY,NEMBE,Crude Oil,0.0
FEBRUARY,NEMBE,Crude Oil,0.0
MARCH,NEMBE,Crude Oil,0.0
APRIL,NEMBE,Crude Oil,0.0
MAY,NEMBE,Crude Oil,30056.0
JUNE,NEMBE,Crude Oil,118452.0
JULY,NEMBE,Crude Oil,211835.0
AUGUST,NEMBE,Crude Oil,562881.0
SEPTEMBER,NEMBE,Crude Oil,940336.0
OCTOBER,NEMBE,Crude Oil,631155.0
NOVEMBER,NEMBE,Crude Oil,903611.0
DECEMBER,NEMBE,Crude Oil,895814.0
JANUARY,AGBAMI,Condensate,3145665.0
FEBRUARY,AGBAMI,Condensate,2892072.0
MARCH,AGBAMI,Condensate,3175426.0
APRIL,AGBAMI,Condensate,2980272.0
MAY,AGBAMI,Condensate,3118978.0
JUNE,AGBAMI,Condensate,2710314.0
JULY,AGBAMI,Condensate,3025071.0
AUGUST,AGBAMI,Condensate,3125994.0
SEPTEMBER,AGBAMI,Condensate,2778372.0
OCTOBER,AGBAMI,Condensate,2908744.0
NOVEMBER,AGBAMI,Condensate,2885846.0
DECEMBER,AGBAMI,Condensate,2930173.0
JANUARY,AKPO,Condensate,2349005.0
FEBRUARY,AKPO,Condensate,2141857.0
MARCH,AKPO,Condensate,2259872.0
APRIL,AKPO,Condensate,2096290.0
MAY,AKPO,Condensate,2059669.0
JUNE,AKPO,Condensate,2253776.0
JULY,AKPO,Condensate,2055689.0
AUGUST,AKPO,Condensate,2283199.0
SEPTEMBER,AKPO,Condensate,2181558.0
OCTOBER,AKPO,Condensate,1850987.0
NOVEMBER,AKPO,Condensate,1819869.0
DECEMBER,AKPO,Condensate,1865929.0
JANUARY,IMA,Condensate,0.0
FEBRUARY,IMA,Condensate,0.0
MARCH,IMA,Condensate,0.0
APRIL,IMA,Condensate,0.0
MAY,IMA,Condensate,0.0
JUNE,IMA,Condensate,0.0
JULY,IMA,Condensate,0.0
AUGUST,IMA,Condensate,0.0
SEPTEMBER,IMA,Condensate,0.0
OCTOBER,IMA,Condensate,0.0
NOVEMBER,IMA,Condensate,0.0
DECEMBER,IMA,Condensate,0.0
JANUARY,AJAPA,Condensate,19937.0
FEBRUARY,AJAPA,Condensate,16968.0
MARCH,AJAPA,Condensate,17031.0
APRIL,AJAPA,Condensate,18317.0
MAY,AJAPA,Condensate,17832.0
JUNE,AJAPA,Condensate,6190.0
JULY,AJAPA,Condensate,0.0
AUGUST,AJAPA,Condensate,0.0
SEPTEMBER,AJAPA,Condensate,5927.0
OCTOBER,AJAPA,Condensate,3016.0
NOVEMBER,AJAPA,Condensate,10897.0
DECEMBER,AJAPA,Condensate,34070.0
JANUARY,TULJA - OKWUIBOME,Condensate,291012.0
FEBRUARY,TULJA - OKWUIBOME,Condensate,262130.0
MARCH,TULJA - OKWUIBOME,Condensate,297196.0
APRIL,TULJA - OKWUIBOME,Condensate,305746.0
MAY,TULJA - OKWUIBOME,Condensate,322699.0
JUNE,TULJA - OKWUIBOME,Condensate,295843.0
JULY,TULJA - OKWUIBOME,Condensate,308028.0
AUGUST,TULJA - OKWUIBOME,Condensate,301785.0
SEPTEMBER,TULJA - OKWUIBOME,Condensate,284798.0
OCTOBER,TULJA - OKWUIBOME,Condensate,291433.0
NOVEMBER,TULJA - OKWUIBOME,Condensate,276268.0
DECEMBER,TULJA - OKWUIBOME,Condensate,274631.0
